#OTU ID	3min_early	9hr_early	18hr_early	42hr_early	49p5hr_early	3min_earlymid	9hr_earlymid	18hr_earlymid	42hr_earlymid	49p5hr_earlymid	3min_latemid	9hr_latemid	18hr_latemid	42hr_latemid	49p5hr_latemid	3min_late	18hr_late	42hr_late	49p5hr_late
(2,3-dihydroxy-3-methylbutanoate)	-14.496420764629585	-10.846971280794246	-5.236693413656459	-4.872995320509238	-2.721893076209234	-9.0690511897457	-4.482187944360849	-5.165383714925275	-3.5065399529708507	-3.0075113494972463	-10.750935133371737	-5.115578862488704	-2.8312373004915017	-1.4640222574767545	-1.8653778100341931	-10.255920194176063	-3.0318528031909544	-2.3368675396743512	-1.306977932830529
(2,5-diaminohexanoate)	0.3423469606868874	-1.055592667437132	-0.21386388144801494	0.9305322036051766	1.9043723501888952	-0.753766584510748	-1.6030360668384986	-1.493141635262198	0.3278374933727637	0.06812656909587034	-0.9332746357768649	-2.253317959083482	-0.6605135747454884	0.6553087168405494	1.0488534175372966	-0.7265941266804106	-0.7524863941902229	0.11948763869527568	1.3816196198569148
(3-hydroxypyridine)	0.3358165454181865	0.48799000937529335	0.8441973453487748	1.4521087663209666	3.0058947717656217	-0.28330553005717185	-0.2529985058745847	0.3347971890140613	2.5314110829737757	1.3861861038697398	-0.522687006781613	-0.8047240820552091	0.21706215510963567	1.3082137344012192	2.5468187603943857	-0.6421202108561168	-0.31630034222100534	2.683494241488294	2.977771042486724
(3-methyladenine)	0.46710275437733983	2.3457433471868274	2.2024766446004556	2.0986585177641732	1.565875687641146	0.05403070819959588	1.8307655305299129	1.5692388176137477	2.4959499054957064	2.3770697484179664	0.4906951178173937	1.4417916467687455	1.6185859247020744	2.0775577742192883	1.9362069751364022	0.5429377324445959	1.6000323189161385	1.774898044601855	1.1326326137558826
(4-oxoproline)	4.296477942274256	3.720423364745864	2.215282562723221	1.7909310131309386	1.6443348242726348	3.626180914857345	3.493771664480267	2.584637852420691	1.876005899499038	1.3661341263484523	3.705006261964753	3.107199635705964	1.640042680422905	1.5655911790169892	1.2761453319733445	3.691652367896456	2.051999643394552	1.2142026790496274	1.1236475782632969
(5,6-dihydrothymine)	1.6863856482570103	1.2183848479979122	1.357698387642401	2.004100549376199	1.6427797082655111	0.8479601426357721	0.9561550360824569	0.9381994661523656	1.5015846694234103	1.1350706970032824	1.7663505556450705	0.7392795497670939	1.361685235386414	1.592277532176782	2.6033352520823296	1.0052309813768083	0.6287602438329642	1.5587052743579264	1.185786288427641
(alanyl-leucine)	1.5010625253410979	2.553959289955328	0.7510116862678604	1.592183158409263	1.9209581709253278	0.9494374264590082	2.212898337750296	1.120084382349006	1.032048676561816	1.4951605582666545	1.3470339667381754	1.7077134489992218	0.34920411586869804	0.6744741273509423	1.2781935646029723	1.3558227972218084	0.28352958829093566	1.3125200227894815	1.5383509069369072
(dehydroalanine)	1.5614859255107643	-0.2547712157797193	-1.563352041552358	-1.378591801209872	-0.7825922038472726	0.878906625917713	-0.06334264238036269	-0.6253487558253266	-1.1886324468856486	-1.4349190357211814	0.4233149473102902	-0.9117649188722048	-2.6568553297960236	-1.7081966123169465	-1.347551381176224	0.7841932345660432	-2.749010341654097	-1.9593567577916708	-1.1297949382231849
(glycero-3-phosphoethanolamine)	-0.8626231050094066	-0.029168272445526	0.6997327292853885	-0.19375453913532148	1.4103644866011287	-1.6553984456124304	-0.9903606800928344	-0.903002068972178	-1.0839924217316295	0.5897776556106322	-2.163496950200571	-2.144198937540441	-1.9656985892557337	-1.6242102457229528	-0.16336598397721858	-1.9791410244045942	-1.8819942578016473	-2.7022990025527065	-0.8339132161674812
(indoleacrylate)	1.3812984561173423	2.1139654606416602	-0.4029921514854049	-2.216087395696114	-1.124937547318245	0.8650227104338217	2.25531595236885	1.131833885494057	-2.261818135613659	-0.06449449383731043	1.4698815861956565	2.0104888247554626	1.3813827458964525	-1.361397539424381	-2.199739402832357	1.521237345949892	0.9875177570637028	-1.8127822192329202	-1.9330905455766505
(leucyl-leucine)	2.3021610154750167	3.4824437697241084	0.8260582758426143	-0.5024940705235519	1.811780432486346	1.8992796975354924	3.0872882423507875	2.0989023580659385	0.36575772790141237	2.300094134679778	2.252077857568361	2.515230934987329	0.7943190220084482	-0.1859776643637474	1.0618930312673864	2.197889443330393	0.8265505521160961	1.4832221068285385	1.2310389399898636
(lipoate)	-6.339844144310851	-4.45577581420433	-3.8659685274887057	-4.4104558789973325	-4.217966480414621	-4.820019004559491	-3.0748904858046266	-3.391014826761687	-3.9333136353964075	-4.720272194378316	-4.251996191537586	-4.456839565214951	-2.512996772546895	-3.5199663241879673	-3.567797681200645	-6.782205070418614	-2.481821430681576	-3.943516607821488	-3.414199351393913
(N6-acetyl-lysine)	5.32418036310178	4.983281241477032	4.241513059353974	6.181234906079746	5.036355821126445	4.8386274771619515	5.123679782169301	5.106311893217612	5.850573633703519	6.152239473754467	4.430480533567822	4.646674571701418	4.912932603451598	5.928301609266333	5.64699059452491	4.813479342913325	4.626223625202183	5.771282931169704	6.704511492027168
(queuine)	1.6885796432210558	0.6815495689299489	0.47820664392460444	1.536991719372521	1.9754147713537442	1.0345619474144971	-0.4996764604505639	-0.9911081220823483	0.8263652430646538	0.23693456742021546	0.34935471061525725	-1.389801075405602	-0.9455387332875009	-0.14817921952180946	0.33675751480578775	0.10037456552695545	-0.8969772618918395	-0.8774056355416562	-0.0012378869287399397
