OTU_ID	sample_1544	sample_1552	sample_1827	sample_2208	sample_1800	sample_1575	sample_2147	sample_1812	sample_1811	sample_1451	sample_1300	sample_1728	sample_476	sample_1400	sample_676	sample_1663	sample_1388	sample_1495	sample_1576	sample_1284
SG_22	7729345.351744284	3406138.440970074	1724272.703041607	1768507.5296455584	1483078.547428246	3906974.091865957	897686.2821908912	1750012.0207180325	2011730.2858377136	1002798.0839785428	757557.359454677	797140.0790737056	9027196.150005182	947409.2264834796	421131.5588957965	798025.8943903168	1029155.6864767026	467325.4936883773	4754189.347989383	783676.0976706105
SG_23	1200853.2954603	1081414.5024249572	384452.3380483008	502430.56729793845	455479.19471468526	1147780.1875419405	426954.2572930127	396197.1986861708	446812.6865423588	214854.5262505104	211996.3740648946	269848.9375283574	2348897.237792284	184975.93742890545	128349.62044149038	286391.43154857046	207677.2672344931	164765.78063278613	893106.7490933866	224372.52258523367
SG_24	786965.331944598	705977.7841577345	283756.4908191388	485140.0573109021	311037.6913158221	709875.0589466091	473104.7624428038	328705.51906048856	275644.90476344194	209271.6675463421	210239.1309030281	177218.1792566588	1532412.887079713	196390.7105677169	133908.7483177659	217892.6638434521	153515.22343454923	201079.72051370805	892512.8337661213	117029.67148183048
SG_25	1444330.952530111	1382207.4093059823	514988.7288571231	749107.286223098	568741.661124859	1281701.3702334536	523123.5908562024	646162.8667946842	452750.3711918245	290805.17247763	384875.3950870747	400256.7987947225	2354400.02818439	232900.79395398768	128668.80506771308	390855.6922916449	326980.2422547369	205838.8248471612	1246780.025443185	227259.4465285324
SG_26	852101.6237865476	824390.7058806062	279032.23731200374	444927.9175842119	363109.38177753845	826479.4601906604	540547.1513461423	399240.3622216082	316383.0793751136	177521.06504610565	140647.56963676517	194584.64553768252	2270441.8215183094	156459.32251594227	116332.73949271944	228275.11723859631	151768.88336097111	172913.92005787132	826582.4849768634	118401.62108998378
SG_27	8991737.027360342	4463507.576835466	2152919.1135531943	2112043.7882803343	2558577.2203524257	4573714.280167883	1435695.4747795826	3242132.9523069435	1872286.430497067	1539552.5480269266	1416527.6639992625	1410844.712761104	11101641.593459222	1262357.341479768	539573.0534395045	976067.1932948309	1457653.4878609057	586677.6584784416	4445844.366212709	922367.6354869646
SG_28	1189140.049244483	1070198.3707604895	358850.959687503	506241.09722490725	368378.09257198754	1476451.8817819855	604896.5134370195	476005.0435573591	365045.5075396975	250696.0968861385	220859.9804726477	250472.81674016983	1731578.462143276	213704.47761709453	169447.3634073841	253925.63265836533	202230.2568873871	273178.2547224446	1260832.6700385937	157622.81922098988
SG_29	1257123.0344728297	1882717.677057089	565730.9935331298	761157.7424060369	594777.3315799759	1255085.354336877	988547.274525234	539417.0220492368	653365.9505434865	419481.9876037849	271622.80680125544	465437.5893582717	3759872.3392096977	327033.5893253231	245458.7498952001	447149.3881238832	243639.36125184345	239099.8204836519	1381326.5646078954	392429.39407056576
SG_30	11480041.402751705	12611640.196197698	4513783.217612076	7628555.695433302	5929488.345129037	14017328.290798284	4798149.565441047	5349406.661375081	8445998.19047131	2956855.2117467728	1234516.9304424596	3335385.288863675	46467392.335958265	4076208.495904525	2070442.7974812584	2534635.2999963574	3941825.4650459215	2731990.5249966374	7123683.425286728	1594847.721361758
SG_31	3085550.341656984	2359663.1342804134	1011456.5266880892	1148595.6945722476	1000346.2065347548	3493499.933692649	797766.3097693055	1265274.4432368472	1034894.774919196	563569.6184530903	782151.7092840197	771644.1421548038	4577533.885212287	462826.9959666042	261722.7789880586	606843.2525183742	658452.9803039184	317848.0679530051	1932187.0670182933	444690.1321266
SG_32	1047980.7329283848	1019022.23030241	366211.49625486654	548355.1698521525	557027.5490428989	1054334.7057985426	411761.555953871	420859.8222269894	313278.20265060425	198699.2831758269	201510.65224806257	314623.6302563232	3141812.056211388	218338.41414733644	156557.8861031226	287142.7072236122	205977.1536504998	153591.9407473125	1075533.4640327203	178606.1815126656
SG_33	1621249.5912247845	1525558.401484534	732617.4450280808	874075.2435054262	905609.69487685	1433903.6760803116	791981.5125194276	722467.0664368491	648030.4385780079	364371.25901547424	551115.5228374476	535247.9728706506	3519253.5744335097	281112.603512557	173793.13166289352	610990.4477671711	375294.3797066928	265624.51989018853	1779751.289254339	316827.655692794
SG_34	1055508.8699765238	1646697.220098799	682911.6677519392	962677.3879742782	704326.9037323954	1246582.4814004928	904189.45738182	513584.3387586696	619547.6491658557	311285.602344664	331924.70231827267	334973.5448460117	4197279.549614582	260714.7928785594	175164.88508784526	540191.9009774283	299224.2745654692	194583.38749892724	1301796.4050663714	283296.7521740541
SG_35	1064893.0579450314	985155.3473364314	357178.4370967241	627756.2850821692	501460.3913643828	947759.2267680372	484406.3455871329	474401.79196164507	351750.40303589776	185250.739426294	242987.2227138001	229478.9196433491	2635920.0816892027	228166.2470509841	145428.73730410577	304731.8105177098	197435.11918237785	169590.79465887	1012647.9793880184	209376.24919296888
SG_36	1266682.1810487162	994940.3285473048	323694.8377169602	625821.625883139	397669.2918543674	1210168.0087105054	1021130.6434801836	451377.3747058359	479488.62959078216	277059.5554953138	283719.4660689605	244351.9655336196	1811764.6710359305	173296.56275907083	211887.44964893616	349546.5505922324	217395.41774533503	336615.492523113	1330532.0190646646	187313.16536356145
SG_37	728504.7059971726	611918.8872947317	306856.9614930697	394982.0421098558	448465.54445924	698045.3238985131	391024.2392651336	361787.0155997498	248817.8803369396	174595.91345703945	140553.25541673697	194424.61555827124	2021501.4044672693	151668.3229002767	94196.83680502286	232324.4339476708	164726.28560607432	100376.98308991671	698806.2243744116	163457.24738018002
SG_38	1592359.7188152524	1391426.2378566996	475945.9075327318	751303.0922674316	487109.9901008667	2049866.7676892185	1248352.4801486265	710837.0734059338	534899.2699017874	373833.1772437008	331940.5205294148	393996.22463981697	2044798.7922923453	291492.3263339143	219786.8797552608	425430.7897538725	383387.8385182213	316900.42531738366	1355409.4142276717	244842.88602016348
SG_39	1057552.7836858956	1888814.2577276947	608359.4364811053	989396.6640856952	662919.0082168297	1622988.6234596558	984184.3456574966	568527.5241599258	552655.9224427231	367414.8298083939	362472.4904207699	483461.1726912967	3424232.847807865	317001.7936412168	218125.7214242813	509201.06403454376	295364.432478136	226379.4098011292	1229646.191854682	348390.1095271893
SG_40	3123169.376564865	5193364.326375513	1669275.979891365	4089001.040102121	2399694.798737444	4097879.234511709	2146295.391071514	2097800.9594419925	2484129.570535593	836567.242859812	721544.2403966854	1896644.745490739	20709202.23764715	1048766.1055249707	815720.346876392	1272475.5867945172	1579999.3410570624	718818.8996908898	3502900.707940494	830524.3237118883
SG_41	1045737.5622257292	1070287.4400775244	578551.9388439637	685559.1756383369	592959.7888657164	1301575.5718816677	700948.2652393159	495240.6752060991	516712.0567973185	318958.4109318381	245663.40706599035	357232.48734592204	3958264.70715905	250584.21242623933	204341.83033655933	368120.64664788847	275047.6477616412	195029.52310348809	1095264.5672324738	257207.20370445613
SG_42	1088618.5668616695	1501515.620030833	524649.9583520937	697482.2789647239	763350.5770529401	1476711.2473997215	510158.6477632976	690249.2258512723	479704.9374771028	277242.0385278548	226190.87132256644	360653.902344534	4417856.647884502	298383.9826794509	243902.7899561233	423039.5131376317	359244.9764785157	196717.4368167997	1174393.722753819	217570.73231455137
SG_43	793763.3906398469	705927.405081981	350723.34440722165	610209.8812657199	409652.1307737732	840694.2567851801	521597.0859139017	334658.59427061875	243767.08624811115	161474.22742504335	158317.50589874326	209452.48909669256	2619234.469695555	167424.02525529623	133926.04222604568	219299.96883096252	187875.03033100945	135654.7692447359	690920.8519282748	168748.91271724465
SG_44	1120017.3931727814	889379.3042102255	352798.6427245852	777063.1108611953	678420.4808790614	1060152.3898217103	612333.3241381472	629328.2688391999	268183.8520578541	245507.4380262827	229204.88169005152	270260.8756657216	4052636.5004491177	291082.7081034257	229936.5940513272	304882.17931779526	230925.7909414661	198753.41279152784	943449.126933086	166178.12869038453
SG_45	2913273.2961912416	1847207.476518948	662195.120273557	1851138.4374248816	807533.2990811827	3042133.609718607	4398304.844933471	1156225.0256805143	882750.0886465897	592210.4741696549	469235.7772276703	557185.2494153533	4502111.879516042	692426.4265659255	710851.521900371	830757.1492457419	514421.54579896975	841507.2886296107	2928240.652556356	387607.483983587
SG_46	677817.718031992	706685.9031916402	263031.66006437043	435155.9800468323	389436.3473863728	619743.7978729125	342097.64254476543	368788.3031906624	268517.31312757527	152456.8842601221	137526.7028021074	175308.94922326316	1438600.8456566066	165180.51994684062	115210.50348569936	248638.1189080595	129963.41242997108	123200.1837472921	735837.0214033951	123766.90913858532
SG_47	716785.7732783073	912122.297706672	371176.06684587366	486407.2343273817	361702.7035005944	985670.0072950588	415482.72857351584	428568.0815816253	459969.0601146628	251563.2408519246	241652.90111979848	245750.533096692	1801275.5022571958	168534.40647911798	129343.48347874434	250947.1811657248	188952.83086891132	135166.84730740738	780639.8229543937	157152.50496997012
SG_48	4858842.577468323	2225790.3295206865	742082.2803213934	1429725.7945573337	1014214.280423606	2856275.400423646	1577950.771108308	965051.3833108168	1074275.396902376	782447.9027980239	463293.7482737832	536824.5457200763	4306088.44834455	717697.0288927451	516428.6312425928	1067029.671101686	466778.4468927575	579972.2042273772	2410021.086083729	445505.2590610101
SG_49	961899.3664204004	1058059.8304060542	344131.8259737562	491777.7926912054	371635.6756135649	1078637.9247111864	395941.5320287823	409724.62386724114	333018.3747886257	220618.17393348657	243154.72705867124	294703.1024782517	1550852.582721688	165384.68498114918	129810.93038888916	240306.49487989736	189471.2607953209	153809.32292716927	1043183.0111935568	159494.3872808663
SG_50	1184429.774240164	1466220.977189433	381148.7174315407	636319.9905965171	656931.3144110515	1264527.305869955	678042.4141037924	503786.70803158113	514037.2488356758	335586.8836343273	295762.8876289942	329961.4281807168	2814951.448212101	297159.4009065892	193856.9064213605	307691.1990192476	288216.2418976572	176482.71250816938	1199523.1797562384	235610.68637446195
SG_51	1499541.43359807	1783665.5322363384	631249.6431097465	1156621.1909707985	1208772.9620964725	1959400.879566448	756341.8318805281	902395.9881475768	532794.8959186334	356394.8521776748	322786.0987908243	481502.6032617833	7883552.534110916	436000.8781787024	344411.7608686592	459985.6033572405	425735.3254225021	266799.80480870354	1392737.867282698	303848.7152221847
SG_52	724978.0074108951	689194.5451719743	236755.07797920017	378428.7598666032	349095.51100442786	788245.4087792971	395180.2448095809	350177.99120929005	256639.6889952652	177773.7007029721	140185.17093109366	165399.59124887042	1661688.2487115697	128052.54539379026	118514.08347680076	198085.7072198836	97528.90480180304	155474.903020774	892170.0758050774	124498.41233428418
SG_53	758013.8164625409	776083.2500278873	307727.3466368446	463198.270402432	402465.3613659258	702511.0266851132	301307.00158094073	367019.0040940907	358923.150514232	183846.47280038567	190568.39845549955	227815.3130857864	1739398.3458232835	119651.59535871238	97020.98764963396	221559.32561310675	158037.83973648198	121140.49095309232	780174.6505275157	122277.18128496443
SG_54	17102684.80217453	9234531.17727062	2653568.58427532	5236080.642088756	1820264.4495695704	14421938.651076738	11535282.878691612	2753790.657012543	2615431.014630834	3001047.628250979	1544332.6694656592	1485493.1544884995	7126424.274712734	1494337.8823046826	1578633.3377933444	2809025.07337505	2279944.8416274423	2928889.73304761	6531674.053834905	1558981.4824844445
SG_55	754965.5888561285	831376.0825363201	282181.9185425531	565689.7536545828	504507.4253552162	816551.1752223389	455215.68959657085	538024.935945167	289369.74482066644	208974.71868755933	167639.1884109357	258427.40577112176	3525566.4150777026	201369.0933557464	172754.43572210264	246060.461938548	167304.72754047345	143953.81162896275	797966.7215882502	154325.64352012632
SG_56	2519711.2938313107	4576032.332970894	1408915.843297941	2150323.639562254	1379147.0964148836	3499244.7654413306	2298370.451782282	1004599.3804963578	1429825.6398878323	823576.4328913544	948181.1500537184	954366.3909553386	8500310.456464248	801890.560776391	335877.98716096283	1604946.3881198133	868311.8331126515	419683.8064068798	2859472.1581944963	831886.9252205889
SG_57	4934530.523838311	8642795.125271797	2895937.1850960767	3675070.9319920414	4345750.87971524	7086443.265586717	2509659.0155861774	4429745.296956269	2507500.508797409	1444931.9838203683	1412141.1058874729	2798065.0414334005	41284274.02314673	1359011.1174223411	1554384.4963431128	1769278.882931631	3320541.653462908	1672259.1412663923	11060020.1837515	2091400.4737278663
SG_58	1419419.9219003266	1656829.1373990928	474331.6083563482	781679.7788930216	906603.1842680906	1372444.2867392271	674042.3293000533	623686.5816785179	561902.9392582568	310553.1094150642	334366.60267222003	465808.85881721927	4910905.627134437	304977.4693477519	191815.63286715868	331619.2672217716	269489.78747977124	236676.1914940506	1718406.08618854	343088.0506382752
SG_59	563968.7473151046	801477.943930302	230846.0725859115	338286.15843041975	310251.78526587115	772577.4557817639	394695.0241787541	350141.2311548172	245572.81059445595	160821.82143502517	178489.87742844346	192484.2101317045	2036316.6171668053	131977.22733133487	89987.46219084809	211476.36805198813	147828.64924102856	105812.92201562786	741105.3440484173	132429.79571130284
SG_60	3142986.367294605	3090439.546365968	1011188.6589046604	1618438.6867232071	2101170.5368530373	3080492.710874134	1182460.218612695	1524622.1842499825	1109518.2202075466	710059.5670277441	752043.1108063002	901570.6679858807	13694398.53035235	692261.213303244	390130.0338656974	782857.1807859867	818305.4359583016	531100.5226348105	4053367.328825183	708380.0987977303
SG_61	1237559.6297145977	885171.2138635389	435487.92199259566	746094.4221662602	527009.9180170419	1100296.2104235385	1156168.78824536	718956.526866576	404222.6285067874	256025.82526018863	271681.204781206	275567.67737413954	3081193.0585241364	350172.1400521571	323526.39316681644	380658.0202300184	207552.06461145604	342205.2265127198	1224476.2257578145	238103.0570238185
SG_62	1036638.9511967356	1400620.100711366	459586.9087265378	817684.444149601	732728.7253045691	1132196.680725446	653422.8598199396	572681.1868618161	493686.6215685218	283720.1678783311	255939.5331052309	354966.263184807	3496110.1976259234	282170.33225202624	188101.2628856352	543483.7270688039	263345.36101882	151439.2481102902	1125754.5868022465	249116.4250657928
SG_63	695359.928209009	674961.3229431825	318168.2910468173	449776.814527938	377063.9547559308	794356.1466713184	313100.1247231131	316366.9416533209	262966.56299841806	169420.47201267345	169768.25316283884	181449.2008936173	2360379.2054289384	170462.4251818298	91386.0728995698	205963.3240508538	133829.5312680054	121351.1043367399	694645.2646631842	117825.5213155666
SG_64	763979.6352368434	874829.3170648945	359910.42959083506	392790.2583291799	420474.3826953983	789433.5991552462	384937.2993649568	389251.2809724211	306853.4474142154	185532.2027646629	199633.1528491921	234114.8152097206	1897204.991709736	147097.1509791819	121225.9196415676	249731.5456199597	168449.5053491261	126218.0465234536	759211.3563938208	144070.22575552028
SG_65	1101575.7502904993	1249052.572655469	284963.4536358473	511427.4772683307	521512.047937107	1020241.7335968544	401685.8063886574	403144.3101898373	405603.1902376537	247015.1887558897	204480.69430398627	305324.85721987416	3869017.2896303865	209413.43495787933	170796.57442805465	293572.1832980913	175777.94998598009	192593.74758457	1267148.6191564917	187420.5883023923
SG_66	1036581.8836703298	1113274.814900863	466617.5487322529	610680.7640175035	688414.0604895016	867134.4370246216	555289.1388439137	473229.2155290431	379760.1180657498	244205.7824164437	204263.675349822	317052.5990194594	3294161.9116798155	272757.502953687	181859.3470391278	255550.1276602615	224304.6586943745	157909.47053658433	957422.8541887384	186668.7157791978
SG_67	755392.0695994197	771837.6790342123	306179.14769115846	457445.1227180069	418936.10840882873	783373.3673445123	386111.7052929854	340039.3159021797	238258.44124976167	153337.40489601708	231196.52681155203	243435.4928360287	2264397.636320949	151588.95983239205	122359.10763164924	206889.76962599828	165006.0492780532	119110.31175195772	840695.957572188	195007.59375623663
SG_68	2291182.1752126585	2259242.098919661	668289.2879976381	844694.7751610888	633551.5432723298	1793540.3588874796	560884.7818293307	621267.9370866822	601497.0380822154	350662.4840830775	570522.83961081	554529.0917377492	3875683.025035109	265115.1299586019	179672.40127681632	376180.0406256928	399398.857101252	221163.85745219863	1430388.9083902442	278771.97376470687
SG_69	1173504.9462494208	1131178.7556937474	346557.0705409043	602263.4489165633	575042.3229650328	1380389.2165273726	657133.6791191838	537841.4444094244	432243.98058110976	265845.52391899144	228865.32281242489	314203.23354245606	4288159.128749967	215725.48001661795	182846.6966558128	323915.69519405125	249952.06601912685	266369.07615138707	1520989.9552651276	236367.49970774565
SG_70	718999.9759147507	784043.7838736143	285669.357805634	459901.2070151604	403868.2388099927	637453.3466609715	321912.8355219451	300379.04308289365	227952.9380038609	194291.5557074396	140176.1911180441	165083.78245380038	2044186.617424844	144646.49537361093	101224.88759765551	234712.48160479416	125746.03753135772	115801.20582936727	827049.7426486129	119777.18700447952
SG_71	688064.90131875	633142.7683321167	251822.1065300961	339742.86833431246	339554.83387976565	626124.8809344008	380408.7313032719	301199.0478214097	272300.151377512	172328.09179679802	167589.13856570522	186959.755065959	1779071.701220758	157720.32717892964	119140.47250129764	193058.4069498096	142332.68261400104	126935.25655726992	765732.0427663327	117582.10301740376
SG_72	1000885.3527342684	839630.7463753179	268032.9724510862	558446.5010335873	462070.2318614044	950120.3806872214	660483.7588914111	569066.7689115426	332060.70792208123	194923.5101524821	189110.82528052788	233625.08513919773	2594429.863371656	203645.46684067172	217481.56875341147	284105.80522504903	186909.5408703696	235008.78146605892	872647.3416264587	131089.25008753213
SG_73	1105082.060843524	1010378.3124238366	468100.5876002144	515874.4891630463	415575.4007250658	1453607.7894419923	416193.4243304525	448324.0749027818	511252.418919978	252961.8596017383	409227.5098634278	302699.96682559955	2080990.1148785	219738.0148266328	137788.85459209597	297337.4938289692	247776.340947699	157920.3481755766	1416851.8993377318	184838.3674049865
SG_74	801332.9941931979	847921.6669523009	360567.147841733	556948.2781523973	381647.22065874137	650612.1866983895	566841.1615067017	478232.8837911036	292996.9516169182	203107.93069114364	160123.78843786792	273131.93330928736	3642058.557790748	187061.28695320195	128551.10472964088	279680.95615993993	177858.2955302772	196142.50444203705	1051095.7864061994	177467.080526748
SG_75	963949.1345535904	1566262.8077733626	446058.53494795976	933079.5190135442	764799.3510244908	1736770.9447767544	661982.5820154002	750448.8456763506	386638.40547826025	314948.8968601835	241837.9423633231	417113.921775211	5684443.568770706	315224.84417254647	294663.4374219703	301379.5996096518	418659.6347022706	220744.37767478448	1215949.954866808	306215.0998544329
SG_76	3502658.214060693	2861341.5034170374	1045754.956495466	1974589.4210762635	1854748.3208239616	3147328.3830018733	1584611.2354574772	1270225.330839366	1292490.9961083257	780857.2876140015	459107.04503499385	655772.095336049	8568932.954393188	934533.7834311404	548389.2065817671	901732.7441247142	766440.5041128404	856519.4694629292	2155248.631040563	506549.768804869
SG_77	8297394.893461024	6064946.32168405	2577917.535943953	2159907.0041336203	2265632.1059066416	7395201.516852691	1527994.0462674196	2728377.273056677	2151503.168754324	1578184.262782182	1007325.8444713394	1396131.923236721	23703384.630967416	1282465.2218053867	690645.6900901453	1211916.2409338625	1782345.6738162888	1068775.3609698685	8349981.336945508	1256362.3833364688
SG_78	850790.8168002571	718897.5358158172	254295.9237939347	523767.8719535676	319191.0892852255	830049.3687940809	511165.4146287844	440458.8674446783	273626.43846022413	175013.83600102572	178132.8714582349	183770.0569992044	2041284.631315509	141854.69678868828	154795.1840475992	259326.57017492404	121108.77544539404	146546.54971128888	680463.0237105062	135839.7684035652
SG_79	741361.4222805334	790191.5715384942	302472.8565625264	437408.1421116995	322675.16458008747	658681.7021413607	418625.5457366139	335506.80908105243	333421.76151904475	164841.4875924391	185962.83550860087	182348.774539959	1806451.093597472	149187.36273828978	158715.71869734366	213513.2254523021	147398.6500279277	149745.226438645	714505.3395041772	115019.5689186802
SG_80	1520984.9176045002	1139097.6762820515	426141.8173681071	942675.8961400524	456858.2814292568	1310436.732276993	1145727.4114739697	790146.5595224345	378367.13382627314	290176.1745071713	200900.9295954787	349450.66101488034	2978406.677750096	311196.21552171663	321830.82798329444	445902.9795809315	232170.60229061503	332540.77271881944	1449947.5092474804	204951.9931204959
SG_81	1082031.4412315255	969633.1520466898	351460.43445174844	554628.5852330714	348750.6214810151	1059995.732774681	776493.3960714734	400200.3430029255	370205.9855997295	261786.28671865747	232252.5819091744	202803.29847654223	1469617.3387114	198074.912843424	175905.3908487567	316711.1726868542	243493.0910433716	237986.1671376289	1291743.530835906	160898.77300137826
SG_82	2032557.0116876564	1798382.092457679	741164.4141446785	854336.0517599811	714916.066767114	1780651.9777541943	450130.0932349628	713269.4202409211	626284.4776205724	319089.4528375512	572883.8804308543	465437.9512037903	3570381.3710024543	346601.3998095932	176125.04075200082	529423.5362940517	351805.3975355744	223663.1484090405	1383638.7904324967	309674.0014421246
SG_83	1331835.3388273872	1676015.9684823635	593507.6363995569	747125.3833457715	623953.9173000252	1290190.6961196489	678571.7017220139	572513.1948158935	540511.4620532641	254746.213520364	414119.6790837203	382520.7378647937	2806932.339626215	271001.5297368587	148592.468364325	447823.6804260238	321931.7664385663	177365.63732362454	1188370.635912538	269931.3075345314
SG_84	1003277.3284795948	1397358.3529084448	625861.1208072003	1031553.1412809556	1007776.8320215438	1439971.8362741987	1039083.2008032136	674727.9951186737	563352.8249500621	328686.9001637129	295910.7210722111	448901.6260312722	5340723.130204812	343173.39155693946	194769.29847448852	635910.270132973	351484.17020497465	200701.9219975236	1228939.1595413897	351243.0691954412
SG_85	1205989.6466861442	1506503.3537210312	390345.6542487256	653223.7716977731	640719.8812576031	1223029.172682618	586366.9631109659	589216.1174403898	469805.62157548015	270365.3061136676	260135.6381999473	364268.3679975287	4713869.461165062	345138.6205439896	151099.63761574676	332265.86895125883	276217.3341205487	201470.6718523912	1374435.4354007866	295007.61595571623
SG_86	1090282.403427188	1359124.1181753278	373475.5840795494	632507.3791866485	772842.6455147696	1209070.5475523996	472639.2500606883	534827.828855201	316064.5769137341	265735.8667029679	278771.1481798287	371711.5576593601	3716779.075630919	260520.7949066196	163556.77188145331	280440.95456855523	284324.2955346229	195048.47312401456	1146138.329456222	223709.02844114657
SG_87	1039113.0245115586	883650.3067784152	433973.8927495364	536323.6580904861	483352.8276671319	1115351.343090457	376253.32204248494	442277.55164745904	393942.76380478375	229440.81477811933	245416.9254146753	249919.2795844264	1444246.7224312	250873.5782364309	132317.1013367122	280648.2909299392	209514.54518751943	156280.1291854452	1097939.6223789616	144308.82031051387
SG_88	1959789.3170255483	1784797.119188673	555364.7810135407	1655717.114635683	1194799.6848940132	2342914.52439382	1016172.9240278502	1430577.8808369115	652652.3351451651	437297.9165046408	424200.0406506838	545072.1676531389	9342332.7301336	464519.2018980856	456784.5349043525	525157.4572281814	434587.8396878462	403394.0082432224	1927854.2052177668	352538.7030720256
SG_89	691638.9018394963	835030.3435314317	288877.9732992329	530286.2157401519	531504.5200305582	882771.4810640629	408683.56031649	491441.77014191	333744.855003873	188012.76904860252	160739.0571583457	236794.47735664088	2698359.915009228	184336.44756010905	163639.83221439828	220641.01593511025	180036.891082977	189628.0883154128	914499.909319132	189766.12686264823
SG_90	719327.4913153327	886883.1132153833	290106.4905404344	483423.36503904127	449483.2445609639	766350.5324706436	403022.5373273195	354438.9615841181	367177.3648811444	175132.41642037444	185255.620943304	215272.5007969041	2309202.454121961	165620.66568672267	92229.96235347154	211946.82220944564	167258.25382621886	122800.27339268956	834610.901576463	165034.56928846927
SG_91	1914383.402568438	1379499.0595080913	566010.7716360262	818255.7974826043	512567.0721071574	2135964.657708684	1788714.6176786958	637101.8960252792	784894.120222978	438956.59808942425	312197.09936339565	358608.7030103833	1955204.5235845104	331008.5489092068	369074.8087601681	538773.012638497	362597.7449537341	500218.4040615579	1837671.3132961977	225661.04455885824
SG_92	792756.0428966942	743331.2466541574	310573.776016042	454438.2679087333	410431.4095544884	733757.4531654308	427969.691996096	333752.08435348567	297083.863688542	188983.44855359147	153167.21079252858	210694.71095587456	3002815.988950818	173500.36365649608	123367.97340890073	234836.7956851812	136011.00794583408	163187.08533292348	780293.7614410655	169690.6808042305
SG_93	1018270.916856208	889945.7397750476	332063.1515361473	722937.5024484588	477224.1619082416	966177.04116872	1094014.693147096	563460.1662542833	325409.28297954536	208526.87893515715	184692.85357956475	226419.9701045341	3263375.633909652	279100.91336284496	185913.003993115	340290.3769539077	190686.60605621603	261985.4328775	1106884.8267237474	186418.6665120404
SG_94	9317702.576917851	5219180.539299142	2391193.609738048	2529847.5450535296	2023849.381665544	4933409.927919765	1283714.7311567008	1428085.7391688628	2215152.331685207	1154048.0207738348	1589752.6360338228	1460781.099032861	10373948.056679064	1292861.708540707	510659.76635628846	1000273.1364105112	772944.0095492544	550170.316909073	4730781.717139361	1017121.3404319768
SG_95	3660097.29815504	5487218.722621067	1361017.256662011	1995521.0027318369	1617501.961072416	6380612.480823442	1844323.5457665813	1394954.2917017534	2232513.463350903	1423048.3723772897	756895.5592844537	945004.0956326162	4454645.92361323	818853.0873554345	654180.2528859559	770083.344869849	750519.9802578933	549658.8700095464	2893971.5395660684	782306.5280042503
SG_96	969146.9451826536	1134154.7710545072	369538.17271478527	571885.7219943246	354795.39804824424	1132581.9532855484	512281.2608027728	425866.5535042528	413297.19073771255	206901.2425571426	244632.56614173783	236892.55612971977	1901679.593002788	173262.64573532753	146401.29381465944	291257.0294816888	178231.03210299648	159567.21085424584	948497.1898813949	167682.2397106373
SG_97	637140.4604818627	669845.8458885186	249588.3675599454	516189.254127165	328855.5525504937	727307.7646793608	392170.8460646547	341129.9244465419	261419.4917716261	165568.49875826683	126003.2536689959	177536.19636616198	2220668.4411794883	166075.91219310285	109976.66400512953	189425.4294368612	144161.67679234254	119712.11000932452	717826.2213744873	123615.50837077812
SG_98	1091400.412334432	799698.0553234989	370701.9261626258	552505.881171625	425957.34097625146	1150071.2689433063	738114.1098838517	480168.6007799189	371755.79864727176	219583.9481806573	186854.927724802	247032.0641130212	2173625.0304513206	226504.4978759676	181491.3743067297	292424.33812755905	182330.45063236385	236747.03694010337	1120223.339492769	184641.47520900844
SG_99	1285407.599802969	1364525.5437239443	437863.18044108455	550625.854380421	479192.6217294085	1584514.0260912315	697869.8801623468	517081.0362123869	481420.4429634709	245674.067803264	282904.9101253865	357979.74723916483	1568411.6571691053	202953.7601844417	193963.77021032324	348214.8917265152	324839.4488248414	241810.07384925423	1266634.328345852	191986.2122913954
I_0	85014.23244278242	65164.21558771746	156179.1012273772	154494.61093591197	162135.7549076479	95092.03195198314	71189.09890966633	208161.0465825633	116060.02986144777	155376.55923908256	192956.928046021	140140.62062725573	0.0	199990.74378338404	125947.61398059792	93832.87793038224	143665.16843647385	104551.6855778742	136127.32524360484	162054.23973630733
I_1	174252.00445741756	163601.7214221864	291384.0839451845	335009.123764286	400132.628364438	336992.7535437295	110811.0958317187	344878.55688998377	323752.9285433673	498442.5823661365	301656.9928262221	435742.5896049235	0.0	297994.4077683213	272232.637591694	315903.9194918516	394661.5063730269	290205.6310992808	232986.65345382143	237295.1671047402
I_2	198799.82000496768	166956.22272709018	310315.8511142117	320528.3190333252	342822.00600128865	412279.250748938	127357.44204429103	316458.5948058521	376548.8511408162	489649.8840557476	242261.4129356163	529698.8322482678	0.0	391240.329203932	295105.21084148844	321081.74444359174	476298.540556721	444892.2202250759	267205.1150163919	312381.04958241346
I_3	167012.2740477786	170602.85745267666	318468.55210008274	472926.8548762752	322253.2562668828	345082.3972636132	156403.84903758852	373796.68847923295	392707.28537269065	466770.3240851746	279098.5939733949	503659.1889825394	0.0	438557.46676058247	239666.12190061976	316753.8908893302	458738.06021500856	400236.0590868729	262534.1689291822	284043.2909319896
I_4	102365.03398647418	106028.3941911433	241380.3301460636	192826.308878196	308320.47968023026	172961.10283234058	126551.497522141	245160.9386257145	152599.1389986975	316120.25225554325	369768.1875013117	240021.4097554002	0.0	216846.09865916727	201196.10463367336	167781.13801719432	246395.1476055614	212615.934025065	174237.0280564337	220663.49984443572
