OTU_ID	sample_1544	sample_1552	sample_1827	sample_2208	sample_1800	sample_1575	sample_2147	sample_1812	sample_1811	sample_1451	sample_1300	sample_1728	sample_476	sample_1400	sample_676	sample_1663	sample_1388	sample_1495	sample_1576	sample_1284
SA_29	680959.4559914703	648349.752855629	133208.14438153678	287029.8254532163	97263.8813528837	748752.150464708	217504.1573383597	103206.40286284364	130295.82110694596	11409.071408504053	3008.6218288479968	38285.82921747315	1992055.7519084564	10484.335198139252	1008.3805207144968	68155.24156502179	15572.825207771835	7627.24646209787	563845.8389860386	2633.014408141244
SA_30	2662805.58323532	2768012.6110352627	253403.3943370873	711386.9203180815	897751.6273866574	3284465.1416215785	1498282.586935822	526613.4543643551	469697.8225303231	28412.99837000544	7740.742932496804	160442.04616813295	3837269.179872753	34004.02957769482	3171.9371148502664	150946.7373671276	29796.4560920316	23133.82139411497	2256813.5637714784	7849.27089022688
SA_31	862285.1221860719	860193.6753516732	161070.7710784448	376599.6003203367	215738.45462775195	916367.4768436952	325807.9368938002	167298.46183010063	164475.63163181703	18609.11495478385	2497.2569636906937	50122.507947358135	2364473.986870168	18220.532708205494	1011.927898738369	64489.17318622395	22388.16239208008	10488.006220191468	819929.4104395376	3411.568712307824
SA_32	5515429.940134109	5550794.312869584	726032.8200145921	2015655.8829426828	3504342.356555988	8018367.584746071	4405356.252511739	1003463.406433419	933869.6183935351	96641.0579165434	20563.769590842283	469183.39326838567	10414075.880382271	152036.52879102668	9696.84802104029	360296.81070606987	87886.55811850145	45183.28195999711	6508573.010812893	25206.474981857973
SA_33	720356.5330056826	840436.7370552075	112433.32403800113	379265.52007266	147892.98776377147	738850.0984411142	316475.33684945694	164709.8667672837	153563.10798099035	14334.99881983826	2466.811054003371	46745.35380857089	2456284.059872441	10719.570436540202	840.0669164516918	63221.091916423175	13420.753991675963	7540.034005016536	844928.7032254002	3004.471416701309
SA_34	2206925.94784271	2573599.144847502	833170.0081568527	1644800.9237642663	698080.8582627234	3105509.2144000744	645571.5168386374	357945.5483931781	647710.4918651512	40808.11009595872	12074.433239128588	95748.46523972586	23806096.801613487	45095.54677758882	5100.7005370089255	389539.224468715	37148.95011682364	49369.1346785486	2382880.673264039	8739.073306096272
SA_35	2325804.1233511204	1695687.957314008	455218.1636496107	1010663.816831267	314990.2223077599	2271876.0066038338	857065.2030122763	474233.947363128	395584.3647462695	34433.91280981415	5464.176326912605	159134.4402190717	8021617.522496507	29968.722911715195	2301.78955281676	157023.0535841974	36556.77220254498	25715.14255610105	1477349.8889700058	5508.50370309699
SA_36	747110.2342356439	743722.6212447814	132795.1444527592	293588.63393024914	145410.18303994744	801104.4570105879	281683.7293586711	105511.69030506827	115982.38242326595	10299.03644422251	3276.9967749030884	34848.909562448884	1966376.3626077112	7652.682665853763	892.3193638890876	71096.38140503186	14283.475355840004	7020.796359177245	684527.3869503585	2434.628044194308
SA_37	1311009.974081414	1185270.322843304	207503.68567251385	582258.5624599513	194356.896670598	1281032.220211177	494633.2482179956	228188.1116586133	228795.82703824108	16651.672337212083	4278.112815809413	61598.031371739096	7045530.928457347	15771.921499055628	1373.538742037715	112459.12083727434	15211.78036829068	10915.5769895606	1112133.171191316	3459.47802588816
SA_38	1080604.9581498164	975624.3363257516	222220.47341654103	427865.1499418856	196560.13220397223	1127523.049859065	450498.3340989889	226081.37096534905	225642.5595151332	20791.351772311835	2993.35970450826	54932.02494086528	2835810.888330372	16285.38714131591	1184.7844870876177	80573.12074869887	22468.49517140396	9656.031452899388	899126.0387187429	2642.040505995703
SA_39	3069684.413454795	3621369.8854181054	435536.4322357503	1002128.6188006584	918765.6423130475	3480804.9053395176	1179836.8134316306	902213.2620914712	387269.12839619344	94171.07005533268	10122.958607220828	305382.57240059244	6543600.220943186	114223.2850580062	4219.999653968624	190477.04490426937	51404.13106943607	41356.80773789217	3531882.68966461	10420.272651171048
SA_40	970134.5087123488	987917.9747555866	174520.38953802243	473441.1210789281	222713.7131385228	867127.0222633507	381066.0231549903	259511.66353814604	148944.32919081117	23933.246595046912	2937.5283209350105	67580.78625906806	2418547.978428121	17238.402434069274	1168.6863759197493	62227.116494206566	22267.82565912783	9255.595258004032	857137.5844374545	3498.247579038802
SA_41	1121015.1362657952	1419435.158947373	204144.53416422431	663660.7347307936	230619.60797861224	1335525.4920237288	464643.5519164862	265711.1111022107	215923.0200592456	16982.186298049488	4391.377975934467	64325.46722210588	3261816.672321448	16339.240635945653	1961.29133430893	89650.9509787461	21503.404121563603	12559.123796782378	934067.2771626224	3922.2062368958073
SA_42	590469.2298548402	749087.3884444339	116783.64759728585	269519.9091094662	120035.26299943964	806825.8238710923	253005.4489510313	125511.94327898376	125416.13320799737	12033.638419755263	2325.71335883417	39873.55005267506	1974247.056788092	11817.55596515897	867.9263341050437	54486.48670461236	17146.941094358248	6892.650732225882	758167.0258358242	2250.6106319033383
SA_43	1326150.5742552949	1688065.5795971907	216867.2528221484	545331.5518438488	351140.237541508	1348928.3242930498	808330.2891250285	447511.01538202417	237090.02637727448	34401.5853923914	5348.951291869667	116501.61576775424	5573769.16348307	25003.708110895903	1751.8922299059918	108954.49214762104	32558.58198499657	14254.837389178632	1501837.7089765763	5384.760728893987
SA_44	577594.4086806716	792458.1108046437	137796.2046295031	353905.2268409091	137426.84575889545	761895.1461918361	306978.04634704284	110991.40532158606	131159.87214082765	14253.27672636588	2789.640923130011	34993.05358787111	1988388.3865636883	10893.41544078574	915.2907896480648	66068.20218172428	14975.191342595814	6225.331798377873	733873.7014044333	2154.6333234592
SA_45	1932854.224052724	2085516.0786548248	472252.1058480332	871018.32098547	455095.1618359591	2188954.944443181	600467.9085057889	394439.0381766263	412680.24918031023	24737.58628209493	9704.009796734656	128455.37408905046	5133808.577517062	23154.839284363232	3428.026547339328	170403.07585749586	33717.60050350666	32435.154525202943	1182797.4250654215	7221.515923521344
SA_46	1322306.310963744	2032455.0827891969	190652.7231615767	555481.5223514998	314165.0908318273	1383860.375493165	627293.2637938082	309388.0662134467	206033.41661511108	24055.67469181857	5450.860673642745	124252.50507859248	3585916.534744159	21828.191570376726	1641.4455030948332	91816.43155573322	28932.10020784499	13995.076479281111	1150878.4075235524	5647.103414654045
SA_47	839228.4473109317	895217.5408892217	139798.02580034375	413988.8977073449	134032.47791062607	861212.9721077963	283613.7423540596	159505.50774713492	173832.4989997202	17020.883510202202	2728.122340981936	43503.5625825549	3054396.942744121	14731.945382148804	1111.0053710762936	77631.18222674039	19030.39285665153	10748.002518433494	847677.2309293494	2446.6696462579043
SA_48	4482887.087168037	4311358.471704622	1387033.9674194255	3132208.128976834	1105709.0951145266	6103281.889947061	1998115.9448798671	1099267.930504326	1229970.349171496	92194.22168944086	15369.92527253962	264201.12771157135	62893437.07685349	76553.96546175702	5987.669713480714	741116.4094927469	95251.96402701712	72459.42079180607	4311834.119179828	18805.988001919723
SA_49	4277246.041727356	2635653.763449878	874149.170765929	1981022.867541976	492263.3237100099	3457241.0298803407	1453773.4102390923	896291.1246527827	693133.5619779975	55004.50861278394	6883.26170055582	235360.877609384	15212156.960347395	46286.19964091783	3635.186037223889	221688.3805854417	71798.68305149439	32287.67012478692	2750804.474890957	7334.123817185736
SA_50	864150.597787939	1045843.3088687796	188638.55949058296	369492.4289114069	158095.30885060315	1197573.9524093787	367702.3181155576	165168.23660929088	203818.7696621862	15443.129944786248	4585.214090350991	43156.94009943448	2150216.0981607228	11591.626163531782	1459.8848674307717	97949.23395285314	21759.62748707147	9788.64644662307	1218181.1640628723	3482.784224943511
SA_51	1489938.1075465295	1475391.0200947954	270815.6794664949	530507.6706425769	179856.31668421772	1768643.499240958	415228.20269815024	196959.44500389425	264174.2021294754	14388.08344277304	4828.938534179298	60064.98042045202	4550976.173773801	16149.084587546446	1614.159418115407	114389.71915692846	21484.66554610745	14358.640999074232	1069406.194542624	4575.24541633439
SA_52	689167.9933567874	707702.7757891872	129705.657704025	254417.67446779503	188114.9782725168	799188.5248970373	310353.89384254446	157098.68963012306	143945.53725246803	15523.527111721409	2494.4362583537263	41416.91042837106	1405317.0047307317	12948.447248629322	1094.6941260127	57400.04384641802	22928.4336142381	8684.438314767669	669742.4474334101	3322.861553211881
SA_53	1721827.5615584503	1723430.0847021712	258951.9970563082	726866.6600197228	488944.8550286757	1590679.2412931733	688131.5694239474	495482.3062424618	274245.8066733515	49427.45127101705	4755.6149151957725	135519.75801962797	5571340.507574698	36208.2301531984	2190.2458128853696	119128.43453528277	40684.66269446287	15695.38113065163	1450150.0282388472	6207.144582239987
SA_54	1266272.9007799234	1006485.2530671236	189772.546215996	453032.8042555834	223980.5094459279	1076825.5985843486	458031.8943801342	238528.1569335585	156643.94232375172	21586.43685236641	3660.679903931912	57924.93369169124	2953447.980095675	22038.16997833648	1162.2987203002433	68935.45809488314	20794.683679997022	11513.36899345514	909859.300830916	3617.074202264701
SA_55	784336.6427320905	991932.4384381383	120835.79754912276	348266.71866610995	160415.7542762706	785068.3550269094	306408.30221746984	161907.88432929618	119448.15922708242	11318.0104789097	3253.4582982504708	55615.847194425376	1977753.5199792527	15200.4176672361	1063.010682035247	69364.7646878166	13054.054859522972	8643.305097625936	979349.1144950928	2744.155381162538
SA_56	563103.4953713083	652962.7145135943	96657.37506688767	284082.4091570392	131921.9699817459	629616.5613987843	199748.42062813195	108918.27436049908	112500.59114618645	10789.695973611157	2121.617715220087	39183.25418119478	1458513.3461161326	9851.544940062648	780.118272678685	50924.23387869981	12523.657442920276	6088.437849086537	560237.7699237204	2101.1799679356795
SA_57	1004911.0098793831	1176671.4504103118	158304.76793781074	464898.8961155689	197257.43813384176	931564.6215192932	420543.4960076939	244327.9859190232	165161.63549647894	20166.941842959688	3968.8274894625474	80329.52376491198	2874781.487804815	12734.548051807327	1095.0001499319142	77353.12446012275	16119.6393463456	9941.274491588858	982850.120570506	3649.5724638203433
SA_58	2493212.812227887	1616488.83574053	367376.0315441128	648414.5754725497	270824.61293443915	1993595.243062852	746873.0084162243	278020.70884488063	323808.3292777422	22006.81790650628	7327.164465193503	83095.16145860798	4351713.62156404	19711.984808863803	2034.7551052565063	155022.8745130526	30259.153736631328	19716.895007933013	1388449.257291456	5080.349887721467
SA_59	638067.8876499333	713460.0530489046	107840.78741763416	289726.11289531377	132766.0301877697	730376.290814157	268726.570279123	154399.8097359396	123263.67901283468	9931.344353887667	3073.6397970937005	39814.45702364729	1725870.1531898926	11440.56559306594	910.1993623186576	65768.41463765939	15651.12325157568	7204.296653678118	634682.6109688208	2340.913027242615
SA_60	1357580.0212194272	1544111.2642776887	223884.65206557908	382444.3853382168	407510.7887106	1221053.3248260682	701443.555663662	333056.42708527646	189857.97879209765	33577.36037964779	5038.275332799157	134104.04101682612	3504346.440858524	34840.386882864754	1547.753927816665	99626.60969432064	27472.74930764581	14939.028255590676	1499534.3755526694	5171.374642385091
SA_61	4188219.178517773	3790848.049578181	477491.944188055	1590691.533964603	2273612.7115736105	6039581.135941997	2867339.5559903146	1493525.9465029647	1212713.7887596018	75652.40556634088	19873.34452630153	281672.1501657268	10870822.89171294	53486.09190763148	9792.636850446004	326294.8632352584	127176.24195636102	42235.12980092746	4654198.138384208	14384.980408722477
SA_62	685076.4936250298	875095.6712653416	161262.36063619584	321969.2879073257	132851.0264290632	802020.7885131931	260429.0110739339	140194.2847632207	161998.2129931192	16461.78640635237	3362.731874241172	33650.745555360205	2449330.378714635	11513.469522418633	1335.2598050233923	72450.89908643621	14747.884442649403	7761.20566455681	1052866.7479968842	2810.972491691858
SA_63	1503325.9686144765	1407231.2731955128	305563.85194743314	746468.0759389476	252066.0834451743	1634623.5475732037	502903.3236196932	261410.56723275967	355846.829315048	29414.19576464335	4097.578219041813	77828.26939572408	9946835.790989423	25026.09785892354	1963.103415613609	156120.73665044465	28411.37232219219	11792.35415963813	1567476.5599344948	3492.7149072538023
SA_64	1276801.021602349	1438386.72879846	161498.09288784198	505554.94026441895	198666.56814098184	1197586.9622455933	429826.86825394194	241053.54379353664	192231.35438407265	15113.82391483275	4352.107913414484	65197.50523327905	3683986.629309922	12915.674027763798	1428.201843213786	80708.15346815964	18492.228616716104	13444.440032267725	1050434.8388764863	4774.685181656849
SA_65	947965.0450721788	869825.0993639809	133078.34037166246	395899.71497966594	322181.5312969	719374.7576784745	446797.4595719226	208713.4169776709	126890.22426216412	24769.09083385853	3298.19913196842	67782.8606586742	2302579.0519514177	27458.04207993112	999.1627899697684	63081.96979892189	19588.77409570558	12822.128178148654	861796.4935119902	3773.2904323371854
SA_66	1904391.687465328	2068135.7532496385	323499.94806480675	991590.25776086	361480.2708893712	1372954.1062429943	972121.2282232846	564934.0136241445	291053.9284019332	40713.32351280487	6458.492068706682	135289.92789451993	6940263.016203566	21844.92385028023	2022.09780775317	153738.93874725432	42595.27735751904	17277.492143626423	1398117.570348075	6739.480561843795
SA_67	773972.7551622168	748289.0956257414	126415.08347168636	241000.6860120876	113483.6460977679	597033.8272854183	258003.8872535113	141698.40605821076	133547.58849203272	12230.419028148372	2254.6342098640084	36084.46872769103	2227920.3212709203	11186.55515334864	893.9909558856266	48954.057208947845	12350.703763700236	6232.406444685757	485321.1799465764	2623.81091368644
SA_68	697959.9294500734	668628.5116383224	138180.42004070574	316553.64515800914	124485.214845473	639416.8284537675	253571.9511349554	153618.91309412336	137276.04501812108	14269.565532093342	2358.696144697681	34215.55696877119	2029848.2666283848	12185.575517514986	913.8984396347628	56811.97546075859	15481.06776186916	8234.642101055842	646439.7049758581	1983.763233711456
SA_69	837175.0148027639	1158036.6043422455	128209.13818900289	313381.02353545214	124506.68399050158	936814.4012068264	390721.5283715717	176540.97080238414	145412.06264643394	11737.050777204826	3100.3184340522826	49244.84479213821	2237946.464102278	12612.280169958698	1068.8817249325762	54596.24998298448	13949.109217370862	9685.502739998848	646687.2603699554	3414.804256316472
SA_70	1052763.904867767	980322.7046771372	165790.69928210435	447277.3663773356	144272.867961164	918858.0209879868	337569.75724172307	179598.56885233338	145947.83279030988	12328.116229843596	2587.810583909608	34712.013610759175	3325039.0100664794	13949.297867493102	904.294479584952	69390.94799828224	14243.857612816297	6278.672608709545	826951.67191323	2890.2101402216417
SA_71	976766.1906534196	716146.2739604722	171940.38257792834	455564.188948738	203031.3610638769	935262.872482264	438663.4320126358	201059.45758864656	144181.86961062383	17227.0045541439	2184.951514044122	43126.24774864722	3339666.77070482	16316.560047661556	958.334817808669	65414.26176905051	17124.503292623256	7636.983284710704	695536.171778619	2773.600129117612
SA_72	660817.8416317343	896335.2715262971	106522.08133407732	274951.28710787866	111825.6122791928	678507.7122007812	299425.4625650376	140129.67404680827	110285.23208010306	9206.99974666846	2222.6842538576675	37145.95749481715	1725405.3550296286	11928.619356731304	838.1880855171961	65355.81715612703	13089.982697669846	6559.059402817311	650404.5269017607	1913.29054508092
SA_73	885255.4848512161	940044.2075316614	132896.3273749088	469272.2928365367	190412.0480866793	859308.5664989355	497908.5663713863	207122.74458558424	180941.6596671798	17848.94343321549	2940.225230089467	85629.91669839555	3614704.636396986	14464.839863459065	1108.3785025265806	69441.63903813367	17174.256461828016	9025.291772895638	818819.3442549967	2782.1378794341167
SA_74	2617346.7952830507	2773458.9070068216	303242.34094964847	822687.6794127857	471245.5548252135	2395655.522224394	721961.129243897	383706.04268503486	444978.2197443335	21596.73047588533	7782.47533378796	130180.86770654272	4740245.297157742	34215.570910423136	2924.2930874519293	196151.93033902464	33992.91394250171	18401.382913048867	1968445.209791184	7833.82141761104
SA_75	781650.7619215772	593268.214615654	130403.12530854838	294448.74323362595	154326.37452826704	691904.7245462892	339002.8157065102	144292.01814345826	95788.34086522563	14623.246078145665	2347.0699088633205	42454.30150037034	1923516.067461708	14946.521951209925	719.900576320186	55720.69299112588	14085.031337247909	6500.310939084325	498992.70915164193	2342.469181961947
SA_76	746152.8767237528	947081.8040029062	122128.4256210101	363584.09318706	143805.1670328563	836551.2472222684	282955.60795608966	185031.94068085044	155252.4493941183	11254.320769001884	3059.710742284469	49244.66057110144	2873227.1435580715	13189.954642215873	1094.5916777424277	73735.55240113992	12828.284266222468	10045.986151472684	601431.9710250484	3308.800164180247
SA_77	1641714.2718380936	1729288.0454103306	241087.73113326603	674133.8387071128	661282.9093013576	2157562.706143212	972017.2414069788	540643.6962015339	336797.0163152271	34493.608399692064	8276.716620399591	106704.14012436614	3701092.438745637	34527.02230162	3449.47035446664	143745.5115007024	40417.3039154628	18508.493232698776	2387358.663621784	7710.435447767813
SA_78	1305696.434945933	1439827.678873266	230341.04630851536	543835.4968526309	228366.3623415776	1323617.3904416538	636626.4683981672	338004.47835397185	266660.70352090744	21307.82720259537	4441.936297014005	86836.81024053878	5691937.2407693695	22885.561188313062	1794.743490391052	110059.21926708928	26902.08669386685	12414.94002767547	1199788.1464215424	5600.908255981439
SA_79	1407799.3252056043	1267314.687456923	171452.24619344054	462434.03775574366	307335.63936583925	953088.541669892	623083.5195349922	300182.41277457634	195309.3506161456	37701.19263719577	4382.690032858159	131195.35391061558	3599180.2932813764	25820.320051705945	1204.4678003717004	74169.37231405271	23080.992863812306	12008.061183137032	1011615.0290192245	4326.975863271512
SA_80	1073620.9107698838	1036423.2783493446	121753.39536145767	428858.0353838676	285652.4506341793	1007368.8000051609	471405.108253982	247358.47627962896	134518.73224306197	29042.64210584105	4420.3294518613175	90767.39529544197	2798292.2643182194	20838.83439219185	1108.5407254424229	59005.19411903842	16945.61317431208	10642.450779323515	910181.0415048414	3619.9872341804894
SA_81	2742618.9374144054	3743160.717324486	317168.7668986903	1431083.2146949652	1346204.6920803296	3599600.29744024	1591650.7113831071	616934.6489830262	488251.64780653646	41508.69582037874	9527.04062722707	149315.281298843	6289268.5152492095	27068.14204546459	4772.137363144809	264758.00354172813	45120.96551915644	27473.14781554044	3178955.627521981	10463.981091036463
SA_82	11833509.243632631	7992605.595061821	2017203.5788528293	3028519.901264733	1433010.082246524	8624541.509381324	6554412.131339298	1399264.0552268133	1449341.634284945	107900.54412515256	32752.00910184845	1010038.7820000636	38635810.76344953	196183.5005075474	10515.552024471022	638160.9211321048	197722.72036472085	114202.85995563545	8315925.589340913	31320.21575751479
SA_83	642716.8507443552	665536.5495762782	102530.96221299846	304054.85293937195	126894.76818593284	773088.2786140888	279007.7727334136	149290.3790240431	131087.74336875044	14117.140272241732	2116.6368336958944	35769.537961610185	1742356.243640597	11756.51117356946	744.6372455664274	49378.31076346633	11920.5674868145	5283.975909707432	564681.6962596979	2359.966785819933
SA_84	8705462.222462138	4615815.41053787	949907.9988735832	1590787.3829650902	567938.7323886188	4306384.715694931	879074.7504805911	541459.1390696397	714061.5704029044	59500.54712393127	15812.821592981252	186417.6577467267	7978757.954660732	35253.14638268333	5775.54490391422	216529.33371931827	86419.0934554787	29288.69617320961	5435072.874402639	10507.329170883744
SA_85	1027323.94671661	851734.7652930323	139297.73750488975	311596.7993840885	186365.12445584257	1033435.0769299488	252050.1528166913	132243.16534863756	184309.0976720852	14205.070263412958	3446.8262022820068	35214.375295830614	1815734.2395902127	10058.556098368344	1237.549805485938	71942.22383714169	16381.890781140664	8809.910167502936	693793.4121168698	2483.7231720491886
SA_86	697852.0711987319	808760.307261811	119476.03207879438	414135.3273777688	150122.3307534989	671950.9009732055	404449.6859080906	191197.55777753008	133364.24468127108	11573.867432647918	2880.791662464608	54892.68643100392	2032148.782700708	11844.47446213697	899.3471416199925	52682.90622021229	14977.91746141661	6972.137689098174	712128.2946897849	3167.1512018455774
SA_87	668258.8289848923	971805.6786708694	122310.11888170122	414021.6170675422	132659.11805471417	850958.9409117918	316594.9149247368	161381.02403251443	156746.77942004157	11622.141025293491	3415.3321416101176	45844.999222988845	2303213.9922101544	10932.764001928525	1100.0329544608655	66648.85919090256	12826.090399420456	8529.534978795506	642832.0910931175	2709.96056671976
SA_88	1331465.227758139	1676737.557458913	179822.4504229538	490602.1319738724	242637.3938101745	1460427.327626856	648164.9321837347	319213.42005944124	255498.21042245923	21708.68706439872	6165.194232307657	120889.0845430956	3828763.1416094527	18010.205265523247	1996.5294100279232	102837.3918465004	21181.645955073087	15700.069807714088	1111019.401936914	5591.645372737453
SA_89	718172.7976344734	760602.9648441739	110323.05672449533	310376.8440361089	101803.02567598446	817043.340249154	227013.13364321736	114746.55738559394	100683.81525831616	10698.464991687246	2083.5158429585827	29184.323530264348	1941534.4138003096	9692.455647468478	965.7913026511936	55774.73138311725	10659.174111740267	6182.680604666687	619898.9894679615	1984.060188812919
SA_90	7104661.153179868	4704699.309798921	969836.6419146972	2279466.239207934	2351321.3669721647	4862242.346829023	2331568.5347995264	1980693.7982200189	1247313.2293600622	144756.1592127298	27921.522052690983	328899.8904915954	15001158.178478578	159615.65974954003	6341.527992094527	340141.1245135344	180928.8453651527	73573.00236716308	5335040.133492736	24361.89066229181
SA_91	918389.9411461472	922429.7895171542	197964.8542012784	333249.6906997509	242425.91879597408	1122319.9144999748	304510.1400618756	250420.4023111021	209730.8768867644	23136.056022315875	3658.171341662864	74134.09152664128	2437163.1749184267	19176.279491980145	1702.02795193655	90886.430823716	33056.35355403788	13249.11189991856	1062772.6587473725	4346.175033130666
SA_92	1220549.8361207836	1315691.2638401634	187977.5933943678	636801.9751519187	331650.33988622617	1289819.3408132426	693858.2428620808	326561.67086015665	264285.72304735944	28256.27853785725	3832.392321589756	130441.059497098	4570760.8557875175	20766.81778065063	1507.1912899399897	80566.08031213	25253.31289097668	11244.458963671685	1208460.7480154966	3805.319108414023
SA_93	2326218.9942019847	1468713.3997041506	342561.0078189299	515859.50641673495	251455.2470685982	1583440.618551841	514550.3358881674	219236.93179996408	329197.3601699224	20348.66736082016	7295.591430009303	64889.57913175026	3339403.7096901955	17331.514867218335	2059.004172038362	100651.0783480841	30887.997279458818	16018.507050450738	1239895.494953978	3994.54201109316
SA_94	4374751.815116529	4157640.637846347	441861.6891349817	1426043.0785712982	691454.909582602	3842445.202967298	2081102.658602873	1588595.722004865	643336.1012279371	96456.92055070691	14847.888506342471	413870.1328498936	11545494.432991285	107671.94088767483	4381.223296984633	346529.726647289	79676.70757730471	44166.40726539244	3258538.1932477034	12664.612211325755
SA_95	1001390.6267044148	1245106.704685219	186233.6407848906	432190.1651309592	156623.61697130968	1361084.118093262	390397.3545582959	213278.3610322673	247446.41184472272	17501.759283513904	3882.6405744543263	49783.7962548986	2718098.094729889	19090.56058502892	1899.1123879057573	102158.14681985068	25616.459466199754	12330.58846072856	1455593.1397706256	3503.601185164386
SA_96	788061.2199271691	724511.5361964124	105381.57771849036	343801.2909855799	113011.70600477724	861237.1751219085	241864.81048637812	110344.91264051457	170718.35840740512	10101.399481528562	2895.403620025688	33806.66492155356	1981403.6372864384	8897.98035073751	888.8758773199957	62657.735712235786	11172.579925951744	7561.613980550504	599309.0641927961	2243.769789355192
SA_97	1266153.9335710832	1692834.5374157818	243094.44808251143	612823.4862002793	257030.6641318568	1764160.2830200908	495346.5358383058	256919.59080412125	221521.41381717927	16171.78646226587	6025.737080760453	79372.86958349665	4176057.97304149	16083.262394609355	1759.0944491306384	105675.35348853472	24011.626494947217	15132.367065323751	957241.9547840892	5663.456907386247
SA_98	648775.8616106317	809561.7948064957	119475.18845611135	345141.2202301744	127303.40101476334	712717.0606438866	327779.5155172488	131617.3938635918	116795.63195732696	11599.845458156356	2861.6557392669083	40189.11647848899	1896339.6177621663	11913.009924253296	816.591160494025	53437.79540658465	12173.62201288699	8032.3963578321345	614273.0981235817	2951.051198865503
SA_99	734798.5626300301	875675.8461671849	160384.30617465032	332547.70137906715	132099.34526274088	846220.4020307746	326227.9671174339	165830.9416352347	180399.802250126	16261.917812733038	3064.4153600536624	38053.94250760843	1756495.3784866626	11430.77562170367	1205.4722757270874	86920.42419908688	17486.393094776282	8115.396888482531	906016.2236877824	2280.2194662770053
F_0	1731207.479328927	1971855.889497056	2319845.9126261063	1681361.8431516872	2828629.553585634	1952266.544785851	3088278.1468277164	3211228.126793796	2542608.578331996	4006927.5039650537	4396674.591649459	2122014.9217366586	0.0	2992662.470159179	3327456.569820931	2523582.1652273666	3214727.121897614	3639061.618739978	1499439.2772962216	3261508.338410487
F_1	2408599.1210683663	3068025.03076535	3015302.439904223	3581718.9121294315	5532301.356637533	3449263.699415108	2306996.621344109	5584018.081176427	4216056.425257211	6106932.049570283	6456836.610137034	4619516.364255606	0.0	5246445.179968611	6937861.567551131	4075428.947215272	6588912.056919752	2944603.493599656	2081153.4824288413	5835917.134971155
F_2	5115658.410428948	6111709.307165428	4726974.117778023	6693947.295717366	12412132.893521655	8513252.621083457	4207986.984760217	8859067.41351371	11836624.157059386	8100087.546657544	9682163.21817082	5448209.874947162	0.0	9251039.7508232	11004661.85713625	9936727.665930036	12603471.78359989	6715985.063945357	5050837.945000761	10424975.80490553
F_3	2241736.53541056	1527912.3110542486	1821791.297618756	2219694.273044982	3082934.0514999647	1435691.9039088727	1702350.630926266	3034129.442731446	2493176.561084793	2869883.4379103514	6458255.315380468	2100473.08249736	0.0	2151472.2329317704	4054687.2735929415	2272869.7360002897	2580756.2417249125	2345273.0829591183	1860604.286911223	3440253.266465498
F_4	2379245.3103848845	3056166.9820910827	2745143.0580443167	2619173.580296864	2997156.6041614907	3601517.573779618	4588370.880302177	3712009.559838349	3489509.550521179	4711912.599479611	6352168.947502453	2760344.076663389	0.0	4107838.709671072	4766671.592352805	3429760.413066921	4379907.801889066	5932419.263672828	1728349.8384799624	4222497.364389807
F_5	2986318.347512304	1598991.4399861714	2375747.5128634856	2121574.1897567813	2489920.145670129	1609986.5171148954	1922390.1203034327	2824139.0664274846	2785402.585552737	3650147.75914661	3747696.2127004233	2540374.2157759834	0.0	3442236.591613908	2945858.740284942	2292372.935539721	3318888.316546968	2273579.544903893	1698065.347596097	3662046.471906138
F_6	1713700.4513438563	1317902.8103332396	2229123.866606305	1697129.4318047122	2337051.4472689736	1034447.1009326894	1588440.7775828266	2438156.4752938333	1882878.5940218985	2651094.3856800115	3724866.887320559	1619168.6623023604	0.0	1991435.773443784	2186266.451238701	2216458.0386297847	2818852.0596055854	1856375.9716932368	988051.6620924632	3274307.922913216
F_7	850709.2869809701	868735.1246565307	1264445.6442517473	896840.8108353191	1487182.7091902597	729131.7580761003	982543.9613469408	1785235.840546485	954591.2747533869	2419690.589731801	1822413.845197672	1145593.582813586	0.0	1543551.3582932784	2106358.249269425	1076818.914830307	1543167.7206838506	1094457.3311941992	698208.4643450653	2092888.4362147693
F_8	3952240.42811922	4695308.249937123	4385144.699797537	5730295.377549856	8719539.360624865	4783625.203024794	4066420.67099694	11433306.837749723	6174052.801952792	10649322.055851988	9011455.610105423	6883792.487603019	0.0	10311125.85074162	10263229.193524452	5224039.252060077	9141928.392732603	4437631.124011772	2979717.927394267	11018356.810018502
F_9	3848864.253847742	3728016.293016037	4525745.347234341	4396554.885454337	5036973.06597997	2974494.2596842987	8846183.709734181	5281792.617551034	6061526.895337644	7395174.374940899	10151691.49242394	4223795.591410403	0.0	4607940.8956111455	7129660.190199388	5255351.18490478	6165604.715961139	6777459.897055635	3433116.331495753	7044389.38879438
F_10	6515171.354200685	5912658.227829882	4550257.622961395	4667415.184754405	11418285.350943403	5460294.227152444	4624553.305074593	9522037.810769722	6598504.141025879	8036660.329232725	12488183.912342688	6878727.44839782	0.0	7068904.238282888	10954437.34922691	5672674.960967024	13396063.460067382	5543360.74378861	4094797.262498378	10590190.272048851
F_11	1414983.044053372	1331725.491328698	1370949.055577831	1169795.1394173806	2704442.903668926	1224432.7116466286	1136376.1316911755	1952497.7246915568	1447535.5242409226	2321989.8243385977	2747393.939190144	1856369.911784212	0.0	2277393.2746895133	2804639.3262339896	1183353.942133987	1808910.7556991684	1397768.4658717583	891903.8169358728	2544898.341757532
