OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
SG_95	577571.9387920356	1846564.19977112	1523231.9665062584	2061912.8465220544	2720166.2333950843	1159403.4895719325	2682337.6611269247	945004.0956326162	2793298.550225146	830979.1147496282	752658.7726866979	6908446.934426976	992894.6407105024	4205689.550292293	1297497.348429067	983748.859348396	2675566.256563481	603253.196574945	3239838.9505959563	2380696.784051511	1401543.2475229618	2232513.463350903	700903.3677263025	746860.0309574342	746042.6368755916	961518.3621347366	1011738.4606204976	818314.7408322311	1198916.976998632	15310975.61698508	4475164.715714484	1944271.8877451948	550493.6472456092	2020989.3543446565	8229687.159897606	863043.4931706584	502288.9160803548	2436682.678369503	2699044.272377878	685967.3870247528	8751745.383893743	570807.9597491919	5715156.398360909	1102650.724862256	1610380.0500998043	749320.1434702959	643409.0213620176	5664917.680582131	836913.2661482868	13916759.324951151	739806.204346293	3523002.56406286	1665539.5642031585	1463919.729678117	7911824.755635387	6933775.528313936	2231709.188683368	888727.537311888	3772205.6271660696	825204.019144104	1404619.186785448	539493.5671039027	1239303.559810663	978907.9487387076	555044.221242867	700659.7440862553	3781134.051997108	620638.2174738239	4040537.0290380167	6276452.699244722	1779563.6775783403	736811.9399827473	658964.9199768008	8450252.487497061	726544.4500865205	759486.5622669648	9828475.396047004	497348.2975398964	9482486.791643145	2005933.2204537832	1728114.8717282035	4101258.738784201	589574.3975377362	549320.8586852149	583633.216066934	2099975.234114954	544644.7313858151	422424.6627315357	494011.8574206319	8782295.5908208	697940.5857507568	929438.4255322246	1943373.988260697	659936.4562815558	1340164.9320900757	3101681.870505063	661650.3486271211	608698.639863147	1487851.0349769143	1041551.6473386566
SG_96	172678.0406905699	503301.180362434	337628.3554907474	534657.9810928319	911218.0310977552	489524.7308116296	521762.88027092937	236892.55612971977	447395.035286087	275269.56426878506	245522.3690120669	2390872.879196261	229520.3130007527	1266311.6057281825	245612.27091439656	216116.5163807633	722424.6156153056	174946.72252557467	1160698.0671828554	908152.3575865256	566330.6944698513	413297.19073771255	182733.0637175273	236277.0000646081	219219.5223358237	280760.36880633206	230062.5695466512	199151.13290689865	412755.67766530346	2790025.879558703	1065963.7455940628	452705.9182992932	168657.3445674427	605191.9210753217	2971054.981535549	213122.9471220017	151904.11310448093	755962.905311945	532507.029200147	199701.6737853984	1834109.7867647207	206839.5257464857	1976268.394733698	268435.0285219113	386424.2234721956	229050.5082679635	186696.2721152238	2420771.069084599	223140.5931993652	3548434.867197327	169424.38875212258	733150.7694764807	128037.26261582725	337515.9760978128	2321265.5580080454	2468701.471465334	568154.4479419959	212462.4351528565	1137195.1960665253	223768.0006415129	314592.43011242454	154999.3601784163	261080.22344391188	187665.1988450836	189392.2661973516	134520.13415185208	884255.5034412305	167789.03417844296	1095681.5170841597	2486295.902838642	515228.9447175164	152698.3647909675	176253.10445672265	2362803.3230424416	202958.6923350292	182630.51986594108	2779655.829539907	179021.25964008726	2141380.550802104	605313.6851471681	353088.7923225602	962622.2101600392	161700.36687052573	163257.22328894126	210445.62054508505	576246.667720424	180971.6385195647	145075.00924229593	136445.65764239355	3329400.815988732	229281.3130024741	191429.60380906827	390776.215821782	232295.78134306264	361853.60094148497	876099.6021163074	164400.81535002775	160534.64117563498	267919.86451693665	205884.13089090624
SG_97	212750.0955041039	253183.7895120408	199474.3624711281	346930.3861704672	891180.847974243	310375.63025715464	362530.1939308007	177536.19636616198	207552.9348182076	246324.4708415845	253009.445764688	1783076.4848492818	104218.7871893108	858840.9545751233	140672.1263133567	145818.05909175228	498845.00181393686	139715.20332664644	626619.9501428583	714906.8907817956	497247.70059515577	261419.4917716261	148365.5487851355	141229.581801262	252548.05169103065	237579.83817630183	184265.4529534478	168726.24149680333	352738.3995044492	2621788.849614433	652858.1024796886	370003.7572110567	138874.50424039498	346894.9093344146	1952647.025060812	162491.09208540388	115456.54218961865	715892.4010449927	380440.0711049798	153759.42376268312	1864585.8220789616	155373.70211414635	1487882.850603001	221765.41092435925	284858.3093453549	148273.79193716735	144134.88621576072	1573293.017415649	195531.01358093304	2405571.2906742254	126292.08692285202	590690.9652777711	82007.96089824605	212341.2771390841	2155023.5290458896	2073099.1851524927	399409.8205093599	131570.06959805675	827055.0920998326	207244.5471585501	243633.65458149844	131347.76233986943	180766.1195479639	135184.07767559704	171499.01983591897	95433.06054259512	672788.6107865365	119348.6136082562	1516005.425787864	2606286.800415084	464045.6728579318	91730.28307408352	115543.04577577116	1607311.6983127128	183612.7276071308	156470.14845619057	2178754.3377569206	140841.23963669187	1580267.163291403	446952.3421277818	214270.3079596729	688420.5896258185	132535.77256543265	154773.51167162522	107155.60356732432	355650.95982750924	151473.34987684645	117608.90561827485	177024.69879538496	1789759.5689213346	162101.2576045373	166833.6372760787	158308.76907196522	128370.08215785092	390208.7459507196	606022.4822935349	118898.18967075014	126973.53899461735	243093.1963147415	189728.62370408355
SG_98	216168.7015951376	738929.9944622202	329657.610801781	560793.778926407	1158144.5684103004	630237.7484422628	423225.09171135776	247032.0641130212	535096.003651672	337259.91055348254	328424.6576797766	2844677.982497013	214517.96854851555	1142674.744947582	193804.41509156328	200612.23453516007	931029.627792479	200769.738137397	1127846.4332872652	898448.47484498	720693.1505935106	371755.79864727176	233460.403655524	378954.3558308445	238001.3405699473	392793.10123257095	190504.3213200876	252352.7654931066	475920.0569451092	3085706.2675900115	981320.800139128	372382.9190977074	189635.3818162124	726057.9722222247	5281665.400643976	206104.50549509417	232598.98132697184	1553222.463143745	633325.6034179745	161257.28362451406	3957500.6150920736	200235.65671406232	2468330.7232233547	280402.6213504627	475143.5301873245	376292.8185802145	236783.152132018	2366520.068815598	245509.9034572055	3104412.4890154805	153963.47116767778	706018.7073544507	181642.94102863083	269727.4771423175	2758141.2621948887	3262756.6920466973	720347.576101399	234886.08506551685	1168373.4531750542	278156.026481475	366932.1158065501	141371.2751209939	202030.3252198309	202641.75409906212	136495.4229598417	149074.11887847955	1219440.592245875	208464.47399754543	924225.7196195152	3117874.8862940134	737813.0438137891	202014.16988643448	190242.26325361928	2363570.7791984663	223915.7000394093	187328.2263936889	2786302.0232022204	214953.24384549924	2189390.920179849	553561.0826307663	290672.41542887565	1085002.4802368502	212432.65170981683	191237.8433138845	158152.18693945985	680963.894532461	239686.04122005388	196980.7739778205	204680.2680955254	2907729.186101325	193064.8613224552	210163.3994897265	501110.9584734453	198535.1261482351	652861.2280750538	1380623.030695488	231172.5632761864	218179.35001343503	239129.4989146171	210290.25084688392
SG_99	172838.38675681368	837782.7518235438	330424.70982311206	681685.5573424767	1030004.9433722656	457421.9187627653	799705.335617775	357979.74723916483	544187.3822691498	321242.7658117324	316084.1218128148	2836259.1389862383	285663.1365281448	1707406.6987127238	398169.17651319096	275108.2680799522	820848.3492411625	211034.9001775313	1535945.837422501	866218.5399864803	608320.4418568239	481420.4429634709	239771.7090486188	363263.4260375338	274147.31959689845	389393.1727189716	297465.03393137304	228625.75596044448	426064.2236616342	4518677.920318038	1324486.5420385122	479846.4249652983	174924.94447550824	932187.3706984568	3464386.6604742054	279173.4416189959	227402.51059572832	1138402.5062178008	717881.1526664858	246585.6729350507	2917781.555577077	191583.35476001567	2243446.393172595	273413.055579175	470468.2185101142	367916.838397979	177848.47394574812	2913718.920250765	255549.7617956671	4519359.637876357	196544.4158867392	1075810.4285603275	160518.31150449978	410888.5365352421	3076418.761171017	2196464.571574389	766536.4229744031	263155.2572358717	1555166.5668855617	233310.9709808266	424145.1370706548	168164.21095047204	306583.07152249565	263067.554952746	225200.9242698532	220246.5808404466	1037822.9834388876	181297.7517892544	1178066.735918281	2802338.511090976	722905.0965758692	216992.85006826083	174443.62370895583	3046356.929630768	250936.67955450533	192760.8751283024	3529392.2627842706	186831.05812575185	2907185.242913821	664588.329643566	518580.9714623689	1352660.845645937	226045.83026790267	229366.1517341757	189927.5030293133	875561.7734486571	205125.6970063384	160707.26708740587	165358.0697030775	3044871.932247431	282401.75333884126	285201.1002587517	539129.5197110021	210012.4039351779	509231.6327559032	1271530.4830623113	176880.19087804123	273073.8208577959	343149.35659441305	202895.15705515468
I_0	188144.1741050802	52320.28326899474	157176.34446187725	87802.82186867655	84229.57149123984	103851.60794265772	284899.1646199805	140140.62062725573	114379.0200017408	238529.4810146254	249589.1031912952	0.0	131471.61648330884	115058.04391064608	148997.34806661884	130389.89654408494	76980.03929547287	133197.5539505182	52480.55763006584	175862.59612218203	132357.77786892065	116060.02986144777	144273.37501514913	172572.23223396172	224806.905085622	215807.44165896453	156992.95637162996	155049.86877418935	168255.29438254866	0.0	65169.17662370928	166124.5405064357	168878.55292799007	162584.13304875584	0.0	161052.46320312304	133722.23615554612	75659.40798707167	129913.18963790098	154174.50883843217	0.0	187493.78546729905	0.0	179115.7763786368	137813.73499579253	105975.8216102298	123322.27461874702	0.0	170211.8315027369	0.0	132834.63308162868	266737.2266245816	132585.65153395405	199521.15573913176	0.0	0.0	118979.65971623972	137863.04867047645	85254.684814255	110662.91132700328	155952.62239342133	107083.39621870757	244607.7109260949	163012.4108156683	150464.7848194346	145586.3091168587	185940.65082487164	127685.32980626768	0.0	0.0	92609.2582476942	87461.44094762462	177198.6831556285	0.0	221565.8404921092	96124.7832290027	0.0	176171.3713570816	0.0	142023.90310226902	126076.39336651588	123345.06299845486	143849.11394434902	145164.5980923759	115914.95642590322	223878.21116766	145382.33927669493	150141.22519799543	155596.8189114727	0.0	155651.86430688383	146670.71436680027	142250.60299056067	170538.0666962549	171523.26025199651	70409.13347574633	118685.53658720432	119271.92295615902	130710.61730819193	166754.212303352
I_1	268137.8626325626	152500.90753474034	318467.5751207365	214607.89390535365	123345.3212648095	244237.9261391248	625051.4373197934	435742.5896049235	304636.5413770989	433814.17717982735	631683.7536667031	0.0	587844.0287103524	287873.7568380116	517227.25653057353	410008.7059757049	101546.17906740468	224209.21666777192	218955.3919065789	398766.7481237713	227114.41898017743	323752.9285433673	360317.8762858818	308051.1717044235	343160.02657092345	551959.5920969963	683975.4555633191	423382.85298187385	334669.934579851	0.0	138471.78907481546	422855.5462088316	209628.92478654583	254800.07357469652	0.0	331266.6802279768	268482.55976460414	186289.8779119137	213148.0263359467	227400.63717062032	0.0	289672.69958048384	0.0	406901.8592314703	297766.4433783418	286331.87695860217	205055.6020096856	0.0	309019.38153167523	0.0	193738.1276370514	475080.3338421567	219391.8437379331	412371.0299433691	0.0	0.0	253885.10246737645	432096.5213060641	136944.01319585674	229699.4935132512	400120.6439303229	239215.4077245731	344432.729403124	442808.95999364014	436409.8623628961	247152.06263677985	499843.7279609004	360089.17491899774	0.0	0.0	172150.51801203255	476435.5878459287	271792.20509817323	0.0	363690.616613416	259205.551579932	0.0	292178.9472838817	0.0	241047.529995274	861653.5706696792	180421.7914230663	333290.0887344047	422139.476408572	361239.2852588532	638441.1296883186	243828.56961321444	325629.2053954414	332694.1993813685	0.0	294725.22819004866	447593.6482138268	344699.65731330507	408794.3806943069	281865.94240117306	160288.3280286214	249704.8874579768	292409.9213642166	372918.8279752983	314463.898457302
I_2	337917.66390976176	160685.741468589	379667.0743618992	258745.76562126484	156474.55970196953	269712.0691371565	639416.4047311727	529698.8322482678	373409.3291169354	519615.7395462746	576609.8835738479	0.0	607977.074261824	388921.7019024436	572047.6235674962	562441.9002404818	158442.58755504605	228539.3256087913	186331.76382092328	421617.683973889	296600.65685572126	376548.8511408162	400163.81019894726	386746.7810731527	354447.86640037363	590591.4049759369	562502.3071392587	444134.8731011317	440758.9669370999	0.0	139900.7747448415	467977.51311221067	215098.16401654176	305373.51106818096	0.0	417072.59201914846	307869.3943330258	204084.7294596218	230697.87164407875	240902.6597633465	0.0	327761.4235517232	0.0	511980.5249856657	353620.7213688478	291438.62302754057	262892.46255425183	0.0	421345.42907389125	0.0	318745.3512102691	705739.4249719674	218567.60421519144	465162.0094336034	0.0	0.0	316292.8486342113	502526.55302044406	148121.73537357443	278246.7042577076	416110.3352396173	247609.3139066056	383720.3070129407	526377.1079566698	451216.84381119686	252539.6608426423	554908.9304717035	379741.2354046213	0.0	0.0	203352.01763279812	466241.241738927	281067.96481151145	0.0	351549.76486243523	294947.6513062224	0.0	349613.8586497816	0.0	232087.01658956383	958679.1758407732	221940.9607315432	304796.6250013126	370022.0134393456	415224.9904750896	603032.0412385828	261395.36659051792	262972.0117634913	417949.3088258191	0.0	326156.00906407816	568274.4451534173	379926.6553068329	463762.9945997738	376871.5975148577	164447.3378554069	253077.3681497692	292904.23497658095	398643.0306591687	338718.6044343834
I_3	307524.1635067333	173183.90222471315	499152.136836332	272886.20834187	149609.22299274305	486063.18498527096	713227.5509166763	503659.1889825394	257144.8368721311	545884.2430939022	688440.4726891194	0.0	488444.651207563	310554.27663219685	453388.0696963561	553220.7356395354	124130.0388639589	226418.48710343376	228774.6960727081	401695.12915634457	236190.9259009808	392707.28537269065	362516.02201832255	422589.3782741531	286797.0095797323	537905.1607681912	522403.345723788	445297.5450217291	372254.6337157003	0.0	121805.76905900246	413126.9911024012	257156.1037867764	318749.2626306478	0.0	398279.89225518325	254924.8411901953	274970.5269620673	264344.19608393544	244916.26071139323	0.0	498184.0386913417	0.0	435883.5335694746	378236.54497366375	346457.94204370445	189268.4618015141	0.0	518483.98229034257	0.0	300347.2021860817	441993.4784549084	251121.79767341327	453997.584652913	0.0	0.0	276879.4235989472	383238.17990875314	152337.63467977173	328904.3528944872	353946.3157148838	350149.5528581556	321729.12100225635	456736.1119198984	474348.7616574605	286453.7709660796	693601.1830901119	405109.52987019904	0.0	0.0	264415.74674660043	320875.250825727	304503.0166549959	0.0	474759.724535002	236610.0633310825	0.0	316606.6944706506	0.0	245235.5193958821	623117.1177360675	186220.1343470988	374382.4537226466	498739.7453220654	362593.7851811846	568591.0866237349	329022.3409206894	404597.0754887739	352554.7147838278	0.0	373592.83403044025	444320.6565691157	284671.47107980103	394581.359319099	464852.05791650567	187629.3177761673	283969.2524822396	248176.48053846275	445016.7993363866	330211.1862172079
I_4	246879.29422740004	104754.15686902576	248936.8489419852	172612.54644354436	128562.97982540162	199417.38708291363	469396.6145352328	240021.4097554002	198935.30506467485	386725.5455619492	365022.1100507831	0.0	210759.4360213481	188026.60295997185	289004.34178913466	278649.2407452277	75065.83751778444	207683.5129622504	107923.38040159029	289571.99962994456	151480.34079913102	152599.1389986975	240690.78418381355	177443.54298905216	218041.43079080863	301571.60368484247	265771.7865819007	254550.71859948925	223536.3655373164	0.0	91659.11246414857	232863.1590865167	167901.4773202297	190224.2122793932	0.0	213992.65772908405	161954.99896516834	108378.70192381524	188480.16190391988	208074.2294135189	0.0	195991.82583208103	0.0	270821.3549858378	203603.3027715929	139155.0662627999	164188.8305216305	0.0	200995.7701177855	0.0	147923.5155273176	414836.6278765586	218665.39736641687	318409.52145862253	0.0	0.0	147303.23968472908	270416.711403737	130841.8918141135	199021.85643465543	251802.1081691272	175041.47254137142	252737.59784008065	323636.8202044043	266243.0132408289	196263.8376647737	351245.06757688714	234017.39729706143	0.0	0.0	147824.83700706303	180797.79862636508	176402.48305327698	0.0	284122.46252418216	146941.75565357675	0.0	391934.6963302104	0.0	211749.37525400432	399467.9763888265	142660.8800563691	239386.53202160628	204558.84681509057	204561.3559674491	404407.6881949762	201159.745041266	201520.1556739249	340546.4788920616	0.0	202888.81425079977	304428.2056317431	230541.7770925456	288921.2492912459	217791.18765180805	114784.43384704064	264663.7892676063	305346.933846469	260668.7409456549	227035.870361052
I_5	1964664.6979308424	265382.62764685554	1042955.2807091722	1123899.161930233	679473.9612358807	1501517.650097604	2495389.9807854723	1146045.4069459178	896538.6305811597	1610117.351663569	1673534.9981698638	0.0	898147.0286532067	693160.3926160111	1652053.6771578882	1612313.5699834847	412202.0868094901	1004619.4175681184	570793.6076127061	1038986.2318542076	823676.2772092192	1714298.097459017	839148.9501437962	1029477.3278148496	895996.7554993633	1687485.9121172612	1100227.6255436528	776302.4503854844	1094053.719324589	0.0	331665.6655483464	2835904.972315329	1185282.9730945032	775381.9938920862	0.0	1964573.0706200115	1290051.0055969895	578090.0149746018	844646.7560482399	926747.7616843706	0.0	1133504.1503331214	0.0	1070814.7791413262	1503323.3225653889	1311760.068274655	849460.3832498523	0.0	1132983.7702134182	0.0	1297675.489389849	1694056.969584571	909449.842755528	1148830.7414949206	0.0	0.0	823604.7380673123	1611824.468599921	754228.8796587378	1621668.2001433996	1592959.7453691354	805221.7495607377	1378101.6772853243	841003.0463413305	1735588.2470675528	1063862.6547154442	1914896.99578025	1026705.0727275924	0.0	0.0	1053228.684416825	568402.8178708769	656750.0718247937	0.0	1194082.668341057	1082232.897631628	0.0	1015416.0229810613	0.0	650494.9359847364	909138.884041462	619575.8444052022	1288929.6836698104	1723334.7670984485	1410723.68794477	2250755.205062258	874556.0754574852	1446960.5642196368	796715.0234199339	0.0	835384.0162492631	941318.7825589738	1069697.503496307	729044.4074943885	1575747.2513294597	464171.2306615748	1080106.851588538	870292.7616632939	1429268.958154908	1637167.278393953
I_6	328852.863318872	140639.49843227255	520402.5775800576	182373.88204155173	111898.07921434182	421997.981242493	497910.0557261008	294950.6219514875	566211.6906625186	437860.7493316961	598405.3291901157	0.0	204491.7312825569	246933.31254783671	206817.78102552728	321453.79946119	90492.27726400038	369045.2517947302	135733.63911863856	240732.0267680892	209997.8000972429	324356.0273932896	305492.2077728341	278960.8715918875	262687.82582618884	235730.98013402912	261424.4055568544	417417.2496263585	455568.4908577025	0.0	136264.64389532668	323103.5990113065	205325.4466286729	198202.848750091	0.0	315122.09077522403	240619.81259562523	90080.4929205564	217852.564981802	276849.1612442309	0.0	212821.8740704962	0.0	237530.5964362861	260256.77583617365	143439.29233186322	216360.608206586	0.0	200155.1533616726	0.0	287132.9274790751	569514.559934244	1076720.706284816	477466.1548849141	0.0	0.0	159859.06085557147	245690.29981983404	126293.7718813463	191852.17256568605	284192.5492040826	292497.8650769234	382546.4652917946	267860.1105943409	293997.2499298212	329553.35445314687	344273.8404787393	201977.18106352616	0.0	0.0	169102.90047233753	143633.9647185323	230020.32855729325	0.0	193527.25809143297	229963.50928661585	0.0	248022.1108419956	0.0	229318.7606150632	267731.5518433076	160886.09149266026	251479.10311891703	220491.0986519509	302203.6129647029	448921.1133737152	270276.4276600605	239386.1282319415	438301.8308986666	0.0	195940.6051951226	332976.2930487193	256443.35347451404	236215.9686254548	206768.5118785552	121780.483406425	319357.0948805724	360281.7457401946	385159.1414788461	331180.9393663794
I_7	150775.9286657327	63358.66416475352	180693.3373961972	101314.03287618529	72364.05687584146	128709.93565095088	282218.70953173505	131285.2188116206	137124.8659065672	196152.9311263605	281762.6075486261	0.0	149086.6553209532	112592.79774685332	111062.06646456468	145215.45268279157	50026.0873043924	164883.1643892825	46701.477075366136	198643.3445662652	115523.73223321344	111643.11622265483	153906.6892722831	141746.75110131543	154825.9515802265	155930.00020314325	159090.4929920647	190026.2839600861	144567.31146157903	0.0	58415.282149405975	158778.07466424134	127337.81717535877	98084.27552173645	0.0	171603.23146152426	113104.107828242	70227.5558830454	95037.20038637207	115892.58956400232	0.0	183491.4789999741	0.0	163696.87944844432	128942.47679998336	85242.18128948161	120717.303639587	0.0	104898.15879251227	0.0	118266.29014102144	248323.72164734572	213308.04096006544	169491.90250319385	0.0	0.0	98316.1517523612	119903.38953905996	70471.17808791956	135816.84226530316	164626.5065772203	134536.71132400117	146883.2225808539	169933.32570678377	157243.3998974834	135335.04672384256	191846.8863329964	118524.06995688342	0.0	0.0	111315.54531755492	85637.63116862909	106708.90623110849	0.0	179967.91332037642	87856.01135795827	0.0	142713.86932267642	0.0	118687.07600880036	163003.98469146903	94554.12472715338	160306.7128709255	158294.8495208157	101359.6097080336	248169.593290119	105563.05740341498	152022.45831118038	205493.2503099012	0.0	151549.87068200982	172767.68155868637	113795.57259457091	139380.3218155142	138027.4743590854	65684.5003661418	167755.22248640648	157779.01497836376	171011.28546785074	140453.14026342906
I_8	441847.9155121191	98551.25361737952	399505.2447369933	180103.23618721237	157757.7647072793	226769.2064354985	412103.60360223154	380721.6492799587	360314.91805313865	488549.4625521716	384085.33034802135	0.0	333159.79265369097	277534.76215744426	475850.402212535	322567.5895558695	281178.37076720083	304251.3592424712	177644.83594666107	243265.71015419127	320194.87433504686	268436.74341216177	337867.26634035615	318808.1170845973	395469.1992769397	546202.129503399	335667.9398516795	343132.7999776013	347498.8493485766	0.0	108755.28933140617	444811.1693338922	687189.8629465644	335187.4589895271	0.0	293672.4192428364	256589.27023226832	176508.3028337496	295546.82120668166	327456.0380969296	0.0	414632.4351098923	0.0	437294.1676664561	268369.68891924934	316812.8224331184	478878.7531980214	0.0	440167.01285756833	0.0	335523.51201838074	489919.59801435296	248023.0615401161	495713.2511857982	0.0	0.0	222394.3912961205	301163.92658861453	191196.61461431376	339650.442969746	401552.7720910343	224658.4183528948	770740.3860102152	400096.9813545341	334681.1580615173	374595.58024861	491263.98592125234	306750.02626426314	0.0	0.0	321458.31068952405	278952.6440515819	436337.5261310997	0.0	495295.6391207403	247484.66666727525	0.0	391149.003214104	0.0	260248.49358575727	373396.4060668142	299968.69007735205	284497.5236918906	274520.44954875624	260482.74225627343	492039.267067562	304343.78524861304	292799.3063942484	358542.8180836871	0.0	317243.7971116356	295500.7181125658	246577.6773580063	266726.952619207	326310.22562217526	132281.88519530877	348855.352985891	446861.9299020671	289431.592222664	590025.5535894874
I_9	428228.0111379286	101561.6442662216	283942.91428421583	228436.1680360151	260139.70427543228	350294.8550941865	576818.537937736	424518.0074479355	367030.9145708512	434946.94738174754	468398.3292676758	0.0	324253.4846026753	220044.0404011609	386094.4663257392	307641.3824564425	236776.42977190352	281159.0483114254	140384.00891130182	334726.26484689285	322227.4606266779	303316.1320830927	356216.22516121017	346873.5837832407	360001.53857292933	440619.9009888408	342617.4130444088	351970.53752531187	463676.2287793287	0.0	102478.96956990582	488724.6841177244	645384.3279642217	275214.8987724993	0.0	349597.97372347495	452723.60937705735	224373.2007132166	306913.4825842661	374987.78554708767	0.0	451717.0967825959	0.0	300960.62872260204	349938.0861673304	406901.4945636239	335964.5075751508	0.0	410792.3158234433	0.0	306872.0926603588	430307.207125237	248114.25442427665	331781.0169979258	0.0	0.0	287060.7835075541	384346.9798056205	203600.76304466667	313856.52039396384	295795.2311331739	240069.7212063048	527270.3191321248	405948.5209635849	389924.1648809921	332538.4188670714	512430.0547612356	316151.4301383397	0.0	0.0	248696.3552936093	203140.852857764	324729.98630868935	0.0	504480.80663988285	272138.0214201692	0.0	444596.7775446482	0.0	310901.6770982869	349971.33890667564	302700.6892161148	321725.0878623501	310616.10037308914	233262.0558233497	606709.4685273259	414654.80254897085	366246.6139096985	271277.96852569067	0.0	339138.24034068146	256224.9157664477	380500.9838449191	291752.02475883573	342364.42250740563	142160.64205554928	340397.9164389944	356321.17701078206	254949.78666075435	522349.5077856772
I_10	342081.36838887306	193513.6924863215	296507.77212474024	250752.84106533532	135338.2985083109	361012.5629160262	475189.4073070439	333163.2647271793	249843.4845801746	423130.69255616696	408405.7914965529	0.0	301978.2505981668	190104.74778290853	296143.25766903674	418952.3615274915	146945.3959541367	226929.55478620456	114948.89262012464	307336.9873659987	356220.3188693779	325459.27120486414	357728.7114085355	437311.4794292669	313213.0522372609	569892.391692207	322144.6105558527	326162.64618750586	381980.9896406946	0.0	150555.13396792102	346132.38274912926	468615.9091089268	304767.71201243787	0.0	335038.7928056539	332826.17639460665	158327.45143998603	236891.88905741132	282846.5056874841	0.0	399283.3153831072	0.0	406326.62160260073	277228.6709956086	323742.3940263936	252323.06721254668	0.0	331287.4241137251	0.0	246545.0752623804	423495.85863023374	244455.9670378551	435585.2049141645	0.0	0.0	258555.72459439936	311107.1000836056	176829.69479435033	293590.9960103075	335313.2392794492	302096.34194668423	406545.9914213454	271870.2297683408	434120.0283606877	293068.7404387401	453520.6290100235	229573.43275241545	0.0	0.0	188278.38947249152	184324.77566418893	413957.24200931215	0.0	425246.4086394599	195815.9945858517	0.0	431283.0584961135	0.0	294666.2600355804	344171.73923331953	248659.04034561667	249433.79956892	357865.3109858536	284389.0078510543	640913.3479998292	408076.8833885509	354240.732811784	302089.91286401387	0.0	459657.1785479472	390154.8815632202	238504.80903157897	291040.0309906262	390826.274361531	159085.41152218444	278585.9777080271	313928.39123101445	445215.8286497193	552245.1937972262
I_11	367545.0387623365	177353.07239392158	295154.6980888304	281423.9899801008	170229.4877369553	611096.936183831	611615.4434264199	363281.9598694509	226973.89458321992	453891.5639689243	336750.92413136194	0.0	251958.8023725857	194853.3520732983	290194.8799084022	364054.2232177082	118707.40479823352	208937.69967530936	89783.97404570867	382092.3096626645	305449.58911246515	286930.7080543535	282370.18126955983	410384.6941226268	291988.14070174	421115.7667938673	363816.9831304106	312602.7780697163	310767.35651654407	0.0	90602.43180176833	360738.3801808946	378073.7943340546	319463.22773542657	0.0	327049.391533041	304299.91513957095	243653.3156723185	234964.4470373364	226265.4048668805	0.0	497894.5124219626	0.0	347171.172731988	295474.1970359632	555746.4830376294	194751.22780939288	0.0	414528.89358944725	0.0	233268.7753150652	345431.4669032164	242946.56277208927	353019.81527600286	0.0	0.0	203506.45006023752	197894.66884709155	146538.0513796278	187129.8654750468	218079.0263414252	284695.598797584	245272.20782345056	338798.7696662583	298949.158167332	234104.117741518	602720.7955575403	310334.941046824	0.0	0.0	182562.54324976951	176920.40144146603	256655.91331372544	0.0	376387.2624310801	170772.86177842025	0.0	326387.4212967227	0.0	235195.76068509504	258448.96394920623	181376.9881881702	345352.2950306928	350523.2604843807	233876.0310604108	548404.30617298	298132.8460395683	293320.19146683183	197178.8154780862	0.0	387940.4133638234	342315.14909769554	322942.52531193587	304991.8138829413	344703.6731185431	192893.4926567177	303999.97998934466	219645.2888665795	267941.1868562453	347138.4975925081
