OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
SA_35	76845.53389951264	793593.3126859304	239140.00787359485	686196.7361050759	2733236.77563856	420615.2243506489	727644.1415548495	159134.4402190717	521041.80764000816	142486.76428548823	119968.84486393006	5270358.8045831565	5304.244981977005	2069562.824549266	40795.50714253845	11480.10944728516	1359074.9115823312	2365.0761834327704	2190620.664833901	1918065.805528448	853270.8028234311	395584.3647462695	14549.226910399726	11352.485087609874	62501.57982514385	139222.50506931255	41307.63019369057	8265.659775062159	447453.4431133037	6468192.57073141	3087461.2016169154	488684.1062100183	2693.106307562387	845411.2201527806	4531414.090540354	18501.63131767158	27638.07141506178	2410840.9080512486	804870.1170593228	18308.557166898023	5744415.456228669	23790.911500299724	4086582.00086041	199454.890398798	506975.526604663	66720.59028010521	23873.1496975543	5988649.281349905	40574.92276820938	6605743.154516871	1816.0128628053324	2300446.291808542	3865.3189416682094	173710.99758014295	7264078.116292438	3565645.530527924	996678.6442865948	36941.96753698237	3339083.1924345503	188910.1819148286	256858.0977262875	1526.5051195933677	27490.39457820881	21192.130398359484	37568.70970739249	9713.841686359578	2275987.3887817203	21878.042490708296	4430374.593588508	7674535.027110684	1006320.9588107896	3403.4818765066216	7033.036696546335	4669472.4182499815	21445.655676781545	83314.04499376244	6122516.649792757	69049.6879039955	4464900.690379813	1345424.576152807	250864.0530260823	2472114.1211908422	24416.98877920279	2359.499041512325	7457.856773146009	1012114.752995856	17303.626078010857	6335.03275655387	5569.221030323824	6017121.278202984	13038.909151995118	17143.561363513003	360201.7356273887	5683.895863804183	642372.0890663686	2232093.621520964	1932.16839622421	8559.724930515182	194842.8128172418	20419.676183992604
SA_36	23170.06440419748	263880.006408492	90022.00709093106	285866.51555494074	636132.9596073786	169491.70298117556	216741.99289036007	34848.909562448884	128363.73467538074	36392.591148107495	33610.64679445991	1634085.0955396742	2309.104330191225	788557.869569267	10270.80236988612	4225.641278486623	705192.2501371417	700.7662517059606	695239.7996652689	533815.4225671961	270621.94327943964	115982.38242326595	7899.298491728414	4245.1851264918605	30138.300896942987	55040.96352745221	8947.286894357832	2141.37149675957	126440.7825456778	2498340.5841656863	465298.38240505726	120597.95628703808	1045.8337307173422	214328.0453565876	3622496.985124637	7873.675488722115	8298.703881124327	977223.0089315316	357896.2814795346	3245.867792132856	1872616.7059906195	10241.47335275808	2045578.70337066	16998.618183099945	148757.61957592185	24073.479058434703	3720.6875432199263	2057625.6136283053	11514.655441152723	2539433.2111742683	795.6506626507305	494854.0724628688	2288.437042121407	39144.830899253735	1944483.5852205085	2326588.4409809154	405521.4563205355	10576.782522813188	565937.9977284035	50131.3645638453	121370.735881263	683.6357269892975	9548.847889820108	5948.948903188863	5959.780645315183	830.9677922202841	712318.1435492985	8939.797809420643	1421682.2961498064	2873160.1419195714	248488.5962203686	915.9294826808766	2169.1090463588093	2629863.527207129	5583.087016752755	15736.379881933122	2164411.9464206304	14703.707938293755	1692538.3967447835	247357.3923397493	45288.37301258708	474020.4241575141	10805.677661142412	1189.702771743487	2312.186929746036	222100.91055701743	4502.516771550632	2591.564127348976	1381.84704611211	3271224.167485236	5126.456976897277	7226.211718034786	127600.69467810828	2120.9215649738403	266586.4388048269	626634.396739501	786.8460705636597	2499.75391612095	61228.84420037041	4667.037490249914
SA_37	43939.81459810485	529100.7417134774	157802.67133849917	561729.1570103324	1257279.850141545	226276.187847902	855167.1112521662	61598.031371739096	259335.2520849072	77453.93335558184	73093.08331371415	2411459.544704495	3226.4642653890983	1275590.0227190836	24471.069080076843	9701.762249347335	705474.3569316736	1090.1859770872384	1107790.6287161694	748084.9548145346	445098.0007539046	228795.82703824108	10404.438671913636	6994.918790576396	36056.36348647171	84438.25573550086	18359.65604102065	3920.612696176605	225738.9705706828	4765046.03200977	941180.8795379222	254626.73978218064	1839.143179834208	351346.2162391597	3383074.003451376	13580.739553475878	13099.733718006644	2791783.030894004	509649.14343612216	16491.71438944251	4687464.384696424	12625.214529866214	4314381.17826419	43289.86117202863	252145.99123566164	31889.482799252102	7345.753699244865	3853545.489522177	20258.538797514044	4701213.2348576	2276.686856960693	908283.9972572948	2898.990670587463	69462.39086215885	2902519.878803019	3673901.007386656	625172.3562140713	18453.3348735766	1065338.6097996703	103320.2300291618	159347.00011316023	1298.4450948063975	12858.645727452076	9341.918709575506	13849.682257788329	2751.488581985552	1299836.1566309645	22357.414464135665	3983404.311937208	5931115.483074162	853568.8041692041	1672.5788310072885	3744.2915505220753	3104847.51255555	8991.271217929352	61226.2392205408	2550441.476272851	26308.66923294437	2861926.8300318616	578528.1153913485	97965.06074226568	1030951.0620703324	25348.552914866214	1272.2982470603267	2916.556610143156	765333.8731556905	8845.96201500952	3351.0562375296995	2262.069520654797	4841309.6490211	8952.548904930154	8981.639413591694	273751.427539576	3784.881021003532	542222.5495180287	1409303.9001270735	712.7254096527555	4320.045118738175	99657.15253335211	8106.944633696549
SA_38	36434.05940966443	402848.7495193944	139722.13809402686	359739.65260012296	989387.115373689	217027.1903977793	402253.1179842069	54932.02494086528	244761.7050925324	62689.75744316052	49528.22983752291	2571839.0472888416	2941.91691975764	1028958.5643609804	15606.56381515334	5681.673604117266	777343.0037269773	1039.4641710569915	1138525.137360346	785960.5021970598	449185.9991442353	225642.5595151332	6926.4527933937	6409.6937607340005	34882.32499293846	79706.97679025451	17289.63330113401	3454.6806335579035	215297.8757715683	3854078.673171112	1511783.5778874536	277198.812198244	1393.335433708377	419208.4957321432	3170150.032063856	10749.126094677558	13206.458142410394	1200305.2033291725	544522.2529294582	6985.37201114647	2838071.9477864746	16776.903127476624	1585282.1205112268	59056.65353247629	179829.59222850323	44376.18868151524	8460.88845657108	2497362.4669210883	18517.68010728134	2795498.154002347	1299.6909497966733	823440.2384848228	2798.492646747024	76236.54269988426	3218017.5502511966	2188554.9246006547	587277.7436348507	15492.03301216337	1433444.219391933	76299.60011510704	154007.14791066764	925.4386934674196	14036.933753465504	8667.882685873567	13394.883373155431	3981.031338431244	1010739.675112394	13975.923572188962	2331473.1033396083	3423618.522927139	471743.9824193271	1527.757730833618	3875.333780172651	2559512.078388277	8972.46508846424	33659.00868423397	2579422.994944289	34191.927193882366	2839436.8681828417	536361.0377632726	115774.72519547908	950081.9522328498	16460.80158988938	1288.3088887733052	2780.836511224402	341003.92137558485	9387.931623048837	3354.188935202062	3355.99421944559	2941391.777736491	5083.221365359443	8642.188107308604	283550.5484065374	2752.7463383320687	410420.91373252857	1017875.0391975722	1241.2805734257531	3322.6750836315346	126241.66714952796	11926.168654466814
SA_39	108656.66846698974	840123.0151832318	636544.1293560092	1318251.061187937	3791323.6752496217	657768.4263497865	885667.3508341989	305382.57240059244	489251.8120331465	265362.09079220326	193240.02800467444	11861364.842936374	9260.700647598094	3813900.576399749	37029.90222988221	14976.515360868852	3242317.543091948	3231.7300209368336	3897479.540826332	4063635.769812309	1605014.1170463597	387269.12839619344	19863.877798185546	21185.93444724755	171161.4430389376	160380.70856434488	40820.356954840965	9225.834231428771	614956.3957737357	16380182.809949212	3920124.6080173273	634960.5815084138	4270.370178617194	1523321.0103120138	11636061.436013125	36934.49505563718	55083.020599182986	2839429.5220767027	1431857.0383906108	18075.553486047844	10928372.259449895	32369.68752496557	5709060.278780174	112655.93023891438	866651.6675590574	146705.00634020183	13584.362234926872	8484267.633484917	38022.25719995003	11544609.479813162	5867.544515107806	2677333.6679379568	11887.94916947499	256376.3983332725	20871610.594776463	15038231.292164858	1227527.6051191532	29261.104619489823	3102359.8616118995	198291.4437861225	404841.35828500433	2995.5047201855864	60669.84675607687	17752.319734614503	20260.57940132776	3571.328458706042	2980688.679118959	40933.98417920777	8628083.705786733	8481660.854820553	922237.2296718204	3543.940307247947	12132.300668999957	11741783.951722153	19367.689771533533	84449.34270970324	10786090.531618422	120249.0816479437	14164316.893521035	1652457.2725952698	219874.0456109211	2754707.3892159923	47520.871820765344	4583.852983958221	7444.1623318661905	931033.4118966266	14277.551474156597	14012.330841390898	9710.764956248648	7597724.651442021	20265.74274809244	26102.963411964705	624610.5147960216	20844.75488713362	999053.0892344303	3858478.497177825	4420.595609196524	19050.835434489432	330334.52716560074	20593.595778134
SA_40	36039.51850023528	305795.55504779867	159110.49591732773	260988.7662303752	1031232.0399883736	171783.34271204265	269569.44939899986	67580.78625906806	176662.30722430078	76965.98839561778	49678.20668896221	2816511.280120888	3064.811003101745	1011578.1422313136	10095.63401525724	2958.662454262764	663829.1644693005	760.4834249944157	838850.4245598909	689196.0617164063	307982.19351875223	148944.32919081117	4698.356899017765	4482.198036167959	40428.92602260988	63754.37420611934	12113.757865611164	2540.748488324083	177871.26827767838	4608319.870416883	1303588.2329166315	155219.81456077064	1127.383333510302	338306.3362244863	2684833.7443266585	9783.77045139995	15244.89813336297	1134041.25890812	400313.5911805888	5456.064316505795	2840686.5919549963	9542.806070788689	1972954.1914918823	47355.17765909713	240161.8558052782	29068.66056077927	7145.854100325288	2399403.1941574058	12712.365980982886	3703365.839131262	1674.0655954401414	692804.5509273261	3417.957386633878	58345.30002647562	3287059.856573282	2280933.666656156	380087.3845387148	16938.309255116386	1165536.708844604	73413.13749444541	103280.31370548952	834.9899013758278	13304.37083613645	7468.698078075728	9932.241418763097	2388.323574750396	832298.6745942422	9971.521438330305	1893843.578388308	2933592.735854995	329482.3973194736	993.0759499541612	2956.0220757243374	2849260.8738625767	8721.651362355768	21552.74826523769	3000678.322171641	35233.430025649795	2213089.160888234	579992.2633363386	81514.95557207569	934930.0296129565	15497.712202960576	1150.3130495783737	2623.778715501312	284835.5734991704	6000.470527801502	3728.167307703533	2463.349348426724	3369970.5038789115	6385.027444284104	11345.690167503975	202104.12178224247	3603.90394019217	283825.1604442979	1048018.2275003794	1372.1496387256918	3354.8203664674475	86832.13805800662	5308.24070258886
SA_41	38695.93896851168	669805.6978079191	207729.25349575272	591119.4231400861	1484128.4227964426	217752.8682748236	594768.7423650044	64325.46722210588	196146.7110017452	89566.97922864946	55174.03423853777	3055545.5779927634	3606.8533616317113	2116759.0335412254	15734.843646270803	7378.350613504879	853585.5125290691	1122.6560170357996	1061890.3619422838	754701.6494251414	381791.5434332513	215923.0200592456	10085.05978230452	7381.475714641776	48191.67559988456	61567.533054064224	19245.842786135338	2979.249406279542	255973.480472852	6631780.535271425	1210243.1396351445	269948.9362735508	1201.691992447786	364253.97128354624	4366051.386202717	14348.046520493976	10445.46217010104	1915520.956825466	786457.0010966187	9196.49111500099	4682044.271611634	13517.23658936282	5669262.23253451	35140.922515977494	295199.96828512865	31002.18044747739	6127.32072073248	4074955.399397313	16847.566553721845	5328198.962220485	1600.0025494764204	825329.5950026133	2798.8222653395787	84229.65663397685	3262642.9063164326	3076799.9057380925	442723.2061416687	24966.536592557262	1065296.2638455962	80195.2476018897	169779.065762453	1305.5059211080306	15137.716243817064	8461.849633757885	16993.785006292095	1930.7780086901512	1173878.5315030855	20659.495581400435	3557468.00986014	4081454.632279149	448142.2161514029	1457.4856295585423	3081.927162780782	3474478.1168526546	10877.954493705482	35696.433153608574	2824184.9997483287	23234.595453860304	2467826.7037050496	462446.31623309565	107340.23114071134	1107239.6959851822	18781.78712246783	1397.3013287545366	3053.531456562413	404237.8735120768	7088.527141352007	3834.161540659212	2698.7171592975947	4907297.069395608	10026.654840926809	9634.353358636918	242225.98710238704	2766.598611616712	519875.3225112937	1090310.6358199532	1029.4524889103066	4014.9869944903344	104388.7002658368	8212.227180260808
SA_42	26659.32254671615	271821.70298180456	89045.57971265177	280810.75288961304	598311.4373822032	135792.31399230685	239894.97680506448	39873.55005267506	166588.56232648328	47608.3056501718	31890.764657604926	1636175.8729148144	1614.6039957775731	781227.9866562595	6613.467209951237	4017.2044087895615	581595.4788868261	988.6997427969138	769587.9010963163	571255.4326753736	220418.05888565423	125416.13320799737	4963.076303349856	3964.79438946196	22147.87165719955	59886.10906620092	7974.4649666891955	2284.390864598506	135922.0886784154	2378507.077910567	663506.8523667792	115835.5020510292	678.884933926019	279924.3520663538	2001367.8517732096	6967.369653094278	9248.522036045077	775779.1712451858	263544.2650211622	4574.943766679053	2291604.366940353	11571.74130406932	1146155.7583590662	26812.56232026928	117210.88193905336	23964.794837628066	5421.184348379928	2039742.8108576585	15515.24086720383	2815871.8284768728	674.3072211513914	613555.6135900752	2215.753248345662	37521.48363156131	1935380.3812551429	1692466.6249437444	364577.49365392415	8954.498735657111	773666.0718591728	45307.91265959501	129111.77203378009	685.0957785569581	9864.408187906343	6938.280409266084	7423.256659695121	1752.102499375091	721108.5475370416	8259.42053627296	1723514.0499112692	2817209.189124753	262518.4121543534	910.8750467541188	2551.853244648248	2067649.962874177	5355.6887526440205	15567.004047846436	1855177.8322410963	23841.66161580116	1934378.6565786863	319247.66336376616	62213.53810089313	707938.845642324	10329.614252699344	1001.3897191625596	1911.3067801061068	220228.5786574954	5328.353549441741	2509.8300928799054	1813.9577524720223	2612176.533158724	4757.256449359194	5696.884419722656	147603.05747583098	1668.0251710487532	288388.9430636156	719127.3091021192	784.8009943812744	2445.171813214376	67582.76876285653	6415.683527149156
SA_43	38095.440261534575	601089.9223732176	232531.51761800537	603107.2829411651	1529087.2925105568	283351.1950989528	543740.9492569416	116501.61576775424	256156.3098704925	104946.5643354191	77323.63721674512	4019448.514927294	4395.033170669786	1670560.2874690003	16034.2130619666	4740.559949678516	1221888.7664768775	1259.4634984118238	1528985.8016686707	1014542.3381825874	445618.1464065559	237090.02637727448	10227.20562770812	8238.315824205645	62456.31095050058	69514.25667828126	25839.22510158118	3172.805170601265	282864.4223155694	5905787.15184231	1617976.2374091705	232320.0795798976	1775.8245150346113	461444.9656435704	4800458.514682173	14132.385262336467	16897.337461098497	2260633.53504918	863879.4859131171	9984.778220601544	4522012.117537134	15536.691552781054	3305411.193659764	48820.03413875828	289854.7837584889	39962.17228195576	6562.2382165520185	4829136.079731766	19812.807791278647	5676104.886648687	2285.2927753928348	825063.0073364233	4447.413668357921	116638.12725065404	4989186.598852	3130717.207187585	667314.9452816334	24676.103084803737	1076557.5022956242	100315.32746187523	176539.46802651184	1696.239130330548	23609.328567714845	9703.230575510952	15268.289992651928	2845.3909167057063	1190744.3834118969	14153.49926492188	3795800.077837619	3747283.3987177378	355313.14010331966	1739.3239267226518	3444.027790983724	4220701.746444497	12655.994096589431	24539.594093067844	3825124.787353625	40862.561984752814	3317396.5033216765	686735.4290088009	118007.79277832224	1708297.183566019	21290.625033731856	1319.4841614892655	2910.778076581517	533265.1221308828	8207.314753798484	3718.0846033069247	3576.9826628490546	4349921.792297648	11330.660455902134	10131.377246695392	249179.41585918656	4987.778287794819	558507.7643307236	1559625.460019369	1395.90092921311	4660.875033574324	119673.52084745617	7353.817064823699
SA_44	20693.87642808361	291686.678501919	99197.96424160164	302385.24174554314	574407.9577206132	164676.0548917246	265262.29327479535	34993.05358787111	171033.2123062133	35031.26670910297	33655.23827546133	1808519.8053294888	1602.792670763175	1015495.6303249506	10243.173024834115	4787.684232699325	880808.1575121997	1187.917682199452	769185.1601863846	557135.1048576037	249847.725303892	131159.87214082765	4526.612975480574	4210.453392094281	22856.202811336418	68576.52747749268	7135.799032715853	2362.753260955966	126554.892171558	3025759.057754906	635625.830387925	121962.49815622454	982.1093995568774	193384.38454484264	2379649.25079854	8338.007545463764	8666.62929067056	975397.321606378	262206.9924056891	4511.561574638475	2196005.064158109	12162.22125313668	1378420.5185124387	21996.691424145152	152283.61027405298	25437.3859370195	3854.505156681377	1875665.4553729207	12457.170689732557	2870199.642999385	780.5172961337681	454870.29292868177	3021.351475896582	43426.80212385532	2617137.047148861	1926996.8484306133	474117.7391043174	11030.552725269994	821506.5813240466	50578.94895047929	163593.1805985563	632.9083966741135	9507.75881608334	5415.228599441305	6022.917542392757	1446.9810082097897	894320.8118634294	7705.494585797515	1427637.6358872822	2956996.3831209657	229121.78912046063	972.086656273186	2475.435714438412	2019185.5825804537	5826.088283569492	14322.528878317891	2101170.5977008967	19190.614110712275	2146393.7883228413	313059.54361128865	53664.17555166005	657974.8741075911	10070.629056702075	1328.0730299231643	1894.647316653996	196719.1856078201	4971.893836040111	2250.453507945116	1399.6596061655305	2540590.5629947493	4244.921281797819	5166.729209658595	187909.0850022002	1844.8551129825469	369613.97087771614	836111.4508633155	732.8829190741268	2080.286879134908	78871.12794288	5112.1152064636
SA_45	65369.84241382621	1462853.9417239276	369664.9766076538	751684.4770568537	2189187.6590934424	351804.58238838246	958741.3970250326	128455.37408905046	264886.3179039429	208085.87902943967	101977.3457125111	5653423.946484142	5953.332357079541	3973844.685799213	29060.424609934045	12190.22469045926	1417352.5677160034	1759.4532719328504	2637005.0967035377	1050061.9601014454	625577.9529225053	412680.24918031023	24760.12415699035	9598.878462555344	96342.31013315696	151305.4634439402	35061.44865622307	5004.99731781765	507235.79576499993	11272659.462834388	1389651.8428940144	451681.422370892	2725.261320718203	519832.3763113864	8448340.319777377	19433.05771237528	20050.073781230298	2900410.2687891284	1181851.9538449463	15799.712631129274	6813032.047226473	19571.298982924684	18791083.1598033	40941.1509396964	377530.44414958765	40810.22968298762	6744.354948599626	6229787.333884867	29399.062432340088	8453019.46729673	2906.8806921325618	1532186.878399945	6439.316165203439	132279.72415399144	4328181.848009185	5439510.546617128	910850.3597175364	33335.67631001282	1216978.4431474174	129125.25628226058	270400.5602866965	1966.149833318064	21297.30291207161	13305.863839660731	20401.2932222748	2444.0615891553493	1359956.6445242497	37117.94946188759	5034488.363363456	6160297.624563431	706031.4786195137	2375.330217353769	4121.032935587028	5048581.293688546	18459.702971180697	61829.88587727813	5686143.959579851	36297.90955727829	3762543.652902279	729065.7698564684	198914.07643355776	1524281.7005327414	26389.55705414892	2667.837673327409	4633.691557593856	809836.3328729927	12453.491767602378	6676.215150219316	3470.118491659244	9988994.891029552	20497.440515007936	20264.20342209216	457647.9649990593	3905.245839694296	631887.3957554586	1906449.911018265	2365.638717972874	8629.803089342446	162896.11236659376	18991.452476665578
SA_46	37739.55195450081	538568.0178746834	250506.06956550488	517776.54718728806	1509729.2151373457	322267.2092347148	558101.886353933	124252.50507859248	196411.7356101247	70927.727818275	61930.45218504469	4003304.3624055465	4327.870289060796	1632685.2324231768	16263.894312034858	5009.162051065584	1178298.4427901057	1094.226705972975	1580245.8139628011	1277720.4252063532	498644.2804859525	206033.41661511108	10554.279895820133	7291.97425434388	58349.34891793109	76877.48142988145	24579.86819691769	2480.70672753471	297860.11915621255	6322354.35080419	1358919.1770549032	250777.64630667795	1711.8346974684214	507882.93894125737	6224331.107982864	12707.020061532356	13805.815695606934	1843350.281570556	705193.0420457013	10174.200944983706	4267162.876751036	12905.300799827362	3655177.4891860224	40169.61802008144	265356.6107154143	42112.7046969278	6483.299696073448	4843423.944176526	16230.402666392758	5503399.463690171	2072.4282344006792	746432.2813806578	4115.273124062041	102094.59708618722	4794191.006002795	3340522.453918776	568563.2247560138	21428.134315103383	797370.8468733474	125644.41084165752	188226.0594629357	1420.5957519892825	21408.785860055952	9238.636506947283	14617.055342274316	2226.1808248759694	1142904.7218040791	15965.821165883675	3705588.536844817	3629449.370175168	481601.6142932311	1865.3735894990648	3799.7470840758606	4883852.265275014	11450.964121469478	27638.21275252533	4052044.665822299	35523.619467519566	3785617.109305728	612533.0531899648	95499.79541003512	1062620.5473785244	19746.28592144144	1536.2824920759322	3458.698741883753	453380.0902888324	7971.675345122292	4760.735606097804	2735.2043343736927	4417919.80062867	9951.820525725136	10078.254347775726	286610.9626218174	5237.126286292984	506597.9630871348	1455269.122174308	1415.6300791001545	4064.319300894316	118143.72907786048	8630.481575259942
SA_47	25606.81223853047	334898.4810037875	97923.89471082397	317261.61514543736	858415.4410560852	162846.39967372903	321458.54924888624	43503.5625825549	259612.80201584764	60603.28642550982	41335.930640492494	2461007.6676629656	2453.012106757266	804488.0173149125	12852.976670065123	4363.939684346213	669252.0228985377	1177.2730127731734	858700.5008087049	709801.2846517849	324021.1663276367	173832.4989997202	7203.63992417272	5245.988651442353	30936.26296398202	67130.49883914317	12069.422114913536	2697.0151467134256	196551.02408803644	3120212.0793258776	1079759.6951299233	153599.49088209134	1082.7518293749065	328068.3288848137	2218935.7988470024	8656.547541687807	10702.036713913809	1158009.868400643	358442.1835427647	6273.425759016556	2895374.934686729	14667.111927953782	1624495.0761576777	36379.24003819768	202207.6980427612	29524.652349038723	7631.410059919623	2734535.760690055	18018.70743612624	2895409.734504256	896.5015189326634	634411.3767659687	2447.4464862553377	53091.35524491986	2802773.431813756	1719540.6685894	473277.4440834232	12117.24180149296	996510.4211392272	78225.04953217765	117506.20059036	755.735593654395	13124.65242128837	7575.09618873119	11234.332305718644	2803.765147175181	1034280.9572792408	9567.284890203377	1980356.9139116928	3340768.6057648906	322699.89734818274	1170.252992474722	2707.719622357476	2721206.804293438	7026.421916340952	25964.635439482	2285880.6835747254	34328.81659675663	2374478.8758374555	414238.9429690041	76450.02831556635	977124.8387951624	15133.686808586815	955.3551556000042	2645.448962010129	277506.52074912493	6426.299432792854	2614.5243090026256	2634.377818466131	2622592.898568565	4637.258306291804	8333.982510471857	193444.0511871433	2300.750739249586	297103.68003031594	892436.1220957825	815.3248098007933	2971.775526748899	100396.98797706328	7560.063172999556
SA_48	184917.3440518761	3639793.2764415257	850370.7591170929	3900876.600100264	7752860.029737647	1100678.5343739833	4028878.9139854144	264201.12771157135	1416835.439623853	500341.3841659466	556186.3578217013	16672860.765827114	15157.782695278836	7399142.785697368	245642.8307223433	69463.12165617124	3511854.242216606	3153.218491301216	4492745.0520010935	2792998.393836175	1679161.0805270332	1229970.349171496	54847.83939521512	22673.621039150625	170577.8911955767	219459.64220177144	100024.7427362198	26182.114543876443	1209760.647604806	25099075.063236937	5736962.933505307	2184552.039435108	8209.976794882396	1588376.8225316582	12964346.161841368	60727.99175399359	59311.26514441622	10281103.71247671	2167837.1692340374	100562.5567937552	33172007.562169693	42557.09457147391	40785565.28578886	246596.6163549432	1446470.0083869842	131135.75958276566	52776.22218339681	19890311.286545124	98893.67271526813	21381585.029032435	12511.258201890205	4803897.54301126	11807.226784685088	409936.44916444726	11607090.012875255	14903442.089804288	2543841.421361217	110436.50141071636	6965798.61871611	1054339.9583518335	580284.0978791303	5286.015110014737	74755.74871171109	40562.25544522858	76955.3970315812	23880.306070222425	4504273.570586791	154176.14911749662	18371481.16254352	27002274.156633463	6359890.148062857	8735.572744231264	27104.57621676252	11509275.359255975	57816.88472166288	586510.458556496	9537631.071901295	162664.85817776268	8798890.101384748	4441665.504833913	636679.4197222135	4745052.987478852	136332.4002752678	6105.185949368796	12077.595447327738	5572431.035558915	37723.64236038614	13498.939776179814	15083.547267580952	20495683.8733472	60150.748189902144	40556.18457063451	1325822.6507635058	18208.494674332946	3294904.133066259	10156159.919101303	2968.016974728258	22753.046414106186	378103.9761891904	53028.02835378664
SA_49	100799.84359365149	1038318.1163017276	298517.3631276338	968064.5599511616	3989934.614872961	702734.1065537733	1524699.9157659167	235360.877609384	953386.5385881336	225673.2716357072	184724.3753238713	11904015.534778606	9285.420998312618	2812367.6158855106	64997.56448221451	14517.95054675097	1568356.107261333	2657.9195076046854	3141750.313200709	3139519.4593627	986639.4831576146	693133.5619779975	25606.96498850002	15887.366899666164	112207.7743132332	226671.36537120072	42718.2858221042	11423.584092995978	757127.4329084582	10465312.03377458	3524908.226052633	667476.2055332669	4683.496229922099	1469044.9338678	7700050.629652169	36809.412497723824	35128.88648259728	4476183.491138503	1357408.9879907223	24248.932875002043	10303963.350030685	24015.1011120835	6238311.717522841	341630.59084150626	779241.8250002699	77184.91155055774	37567.15731943296	9350357.807497462	47474.92863283077	11279340.401158784	3736.930251369466	3890007.706800599	6577.686410721321	198262.77899162684	12034031.409563826	6012687.18175258	1399132.5355503266	53044.74276437087	5592618.754635383	321212.25701975805	376955.9280275238	2254.6948818121514	48577.43139871884	37950.93031417828	70825.35517605142	19120.73526261173	3782825.0570187294	31695.54084863013	6100371.523933761	9983621.23969174	1878590.1216052105	3037.6953654222816	9328.858506843995	6780398.516286652	39735.07574889065	152834.8343241629	7475915.103509137	150003.34803996896	5741003.569824379	3208276.8493421697	374492.1258816897	5455927.631007355	53424.431229746726	2631.154201884656	15122.241594001744	1626104.7885463513	29068.56456612277	12475.642757862362	14838.343961432767	8173971.516258341	21942.776385340698	32308.891330986364	605605.7323344623	8891.66263016339	1056608.123009038	2954341.607978417	2231.3209882243173	14126.597439479963	240817.9654684857	24432.95392981048
SA_50	30950.48098702821	438924.4847864824	115457.45676503742	344753.86466547445	770819.698675206	220642.96298436483	251685.84639796423	43156.94009943448	282822.80932130635	46944.16730437773	54226.39155710498	2450940.5698152524	2134.7839879432554	1439169.3716444166	18299.30991209764	5879.149391123034	1111065.0473302186	1427.1307209574989	1167882.1758553856	985032.351906327	361743.42171191104	203818.7696621862	6346.773173790333	6742.211847280349	34594.130019287484	72278.78432659946	11941.01176695603	3397.363314669874	171248.4128827973	5296179.80513029	615032.0637543125	191546.51960184047	1604.0652537048843	312120.11699051154	3998644.023539921	9827.80875598392	12383.211148726834	971375.9289578522	399039.2470485293	5828.671545226598	3238548.2995768734	18744.78219481184	1845995.351573279	24086.32435540734	178983.4561426379	46574.73619743439	6353.906205128909	2522095.751960456	15833.379146039477	2859267.046208863	884.2189794836049	596412.0200012396	3274.014263225733	54615.20619226424	2812723.0185180698	3040474.771513684	555648.6264734819	15173.371578331467	758352.9768584765	63922.49371570632	237239.6093695504	782.7927704880246	12437.820482018176	8526.361503610855	8584.121650449746	1319.9066220805346	1173591.381984419	12000.84860098939	2181611.876820836	3164464.1713090017	281468.6718172566	1211.2981728848206	2965.5537473078966	3144222.4541587806	9231.153928093743	19340.03718948484	3997951.626793752	22301.26158317566	2648136.6691316967	359005.8322098641	70712.06970274098	987782.3977774362	14674.508287001863	2441.588137078788	2534.345731572986	307487.9066924197	5956.306607494357	3611.683190154992	2187.7826951690613	3290009.878037256	5159.733003795839	8535.825628081986	217197.78359980765	2302.502012773772	412121.2542352443	1095781.542302253	689.1389841617539	3402.4527989902545	80544.8407166573	7981.979286463291
